ID,First_Name,Last_Name,Gender,DOB,Age,Organisation,Rank,Operational_Region,Operational_City,ChildID
Cam0000205,Nicola,Santoro,M,23/02/1970,52,Camorra,UnderBoss,Campania,Caserta,Cam0000342
Cam0003002,Cristian,Santoro,M,05/05/1952,69,Camorra,Soldier,Campania,Benevento,Cam0005637
Cam0002864,Giorgia,Santoro,F,04/03/1969,53,Camorra,Soldier,Campania,Caserta,Cam0005592
Cam0002694,Edoardo,Santoro,M,05/04/1986,36,Camorra,Soldier,Campania,Benevento,
Cam0003065,Rosario,Santoro,M,28/08/1979,42,Camorra,Soldier,Campania,Naples,
Cam0004075,Antonello,Santoro,M,08/08/1957,64,Camorra,Soldier,Campania,Naples,
Cam0004037,Giulio,Santoro,M,21/03/1956,66,Camorra,Soldier,Campania,Benevento,Cam0002694
Cam0002238,Corrado,Santoro,M,16/05/1989,32,Camorra,Soldier,Campania,Avellino,
Cam0005848,Renato,Santoro,M,12/07/1954,67,Camorra,Associate,Campania,Caserta,Cam0003065
Cam0004249,Riccardo,Santoro,M,29/11/1955,66,Camorra,Soldier,Campania,Caserta,
Cam0004931,Davide,Santoro,M,13/04/1995,26,Camorra,Soldier,Campania,Naples,
Cam0005964,Fulvio,Santoro,M,01/07/1989,32,Camorra,Associate,Campania,Caserta,
Cam0000618,Claudio,Santoro,M,30/03/1980,42,Camorra,Capo,Campania,Benevento,
Cam0005786,Nicola,Santoro,M,10/01/1961,61,Camorra,Associate,Campania,Salerno,Cam0004931
Cam0006042,Rosario,Santoro,M,29/08/1969,52,Camorra,Associate,Campania,Caserta,Cam0004931
Cam0004960,Diego,Santoro,M,29/11/2003,18,Camorra,Soldier,Campania,Avellino,
Sac0001237,Lucio,Santoro,M,25/01/1998,24,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0000537,Camillo,Santoro,M,09/06/1982,39,Sacra Corona Unita,Capo,Puglia,Taranto,
Sac0000908,Mauro,Santoro,M,30/10/2003,18,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0001229,Fausto,Santoro,M,26/03/1967,55,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0001237
Sac0000561,Paolo,Santoro,M,25/04/1977,44,Sacra Corona Unita,Capo,Puglia,Foggia,Sac0001237
Sac0000509,Fulvio,Santoro,M,12/09/1988,33,Sacra Corona Unita,Capo,Puglia,Andria,
Sac0001613,Lorenzo,Santoro,M,08/11/1985,36,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0000908
Sac0000161,Marcello,Santoro,M,15/01/1995,27,Sacra Corona Unita,Capo,Puglia,Foggia,
Sac0000500,Roberto,Santoro,M,29/11/1960,61,Sacra Corona Unita,Capo,Puglia,Andria,Sac0000561
Sac0000854,Elisa,Santoro,F,26/03/1985,37,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0001396,Giuliano,Santoro,M,25/12/1985,36,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0001002,Sebastiano,Santoro,M,23/02/1985,37,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0000428,Mirco,Santoro,M,23/07/1972,49,Sacra Corona Unita,Capo,Puglia,Lecce,
Sac0000092,Daniele,Santoro,M,05/03/1991,31,Sacra Corona Unita,UnderBoss,Puglia,Andria,
Sac0001668,Mauro,Santoro,M,08/11/1980,41,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0000911,Emanuele,Santoro,M,08/07/1977,44,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0000912,Raffaele,Santoro,M,28/12/1962,59,Sacra Corona Unita,Soldier,Puglia,Foggia,Sac0000092
Sac0001390,Silvio,Santoro,M,04/02/1975,47,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0001387,Matteo,Santoro,M,25/11/1978,43,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0000522,Biagio,Santoro,M,21/10/1958,63,Sacra Corona Unita,Capo,Puglia,Bari,Sac0000911
Sac0000918,Emiliano,Santoro,M,04/03/2002,20,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0001941,Ginevra,Santoro,F,10/05/1999,22,Sacra Corona Unita,Associate,Puglia,Foggia,
Sac0001379,Mauro,Santoro,M,08/12/1999,22,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0001654,Marco,Santoro,M,09/08/1992,29,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0001754,Salvo,Santoro,M,27/08/1992,29,Sacra Corona Unita,Associate,Puglia,Lecce,
Sac0000167,Patrizio,Santoro,M,23/06/1981,40,Sacra Corona Unita,Capo,Puglia,Bari,Sac0001941
Sac0001667,Fabio,Santoro,M,09/07/2002,19,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0001027,Diego,Santoro,M,18/05/1960,61,Sacra Corona Unita,Soldier,Puglia,Taranto,Sac0001654
Sac0000365,Gioele,Santoro,M,25/01/1964,58,Sacra Corona Unita,Capo,Puglia,Andria,Sac0001754
Sac0000944,Marco,Santoro,M,31/05/1987,34,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0001717,Emilio,Santoro,M,11/04/1984,38,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0001667
Sac0001414,Alice,Santoro,F,19/07/1953,68,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0000593,Fabio,Santoro,M,02/07/2003,18,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0000864,Samuele,Santoro,M,07/11/1991,30,Sacra Corona Unita,Soldier,Puglia,Foggia,
Sac0001787,Valerio,Santoro,M,12/05/1951,70,Sacra Corona Unita,Associate,Puglia,Lecce,Sac0001717
Sac0000555,Emiliano,Santoro,M,10/11/1984,37,Sacra Corona Unita,Capo,Puglia,Taranto,Sac0000593
Sac0001310,Edoardo,Santoro,M,08/07/1953,68,Sacra Corona Unita,Soldier,Puglia,Lecce,Sac0000593
Sac0001153,Umberto,Santoro,M,08/10/1986,35,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0001358,Umberto,Santoro,M,13/01/1960,62,Sacra Corona Unita,Soldier,Puglia,Foggia,Sac0000555
Sac0000082,Fulvio,Santoro,M,23/10/1965,56,Sacra Corona Unita,UnderBoss,Puglia,Andria,Sac0000555
Sac0000873,Massimiliano,Santoro,M,11/06/1987,34,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0001320,Zeno,Santoro,M,10/02/1973,49,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0000390,Simona,Santoro,F,08/08/1961,60,Sacra Corona Unita,Capo,Puglia,Foggia,
Sac0001321,Rosario,Santoro,M,18/05/1991,30,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0000388,Neri,Santoro,M,07/02/1979,43,Sacra Corona Unita,Capo,Puglia,Foggia,
Sac0001639,Marcello,Santoro,M,03/09/1977,44,Sacra Corona Unita,Soldier,Puglia,Foggia,
Sac0001619,Umberto,Santoro,M,09/03/1987,35,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0001306,Alfredo,Santoro,M,26/07/1964,57,Sacra Corona Unita,Soldier,Puglia,Lecce,Sac0001321
Sac0000356,Fabio,Santoro,M,12/08/1988,33,Sacra Corona Unita,Capo,Puglia,Taranto,
Sac0001295,Pietro,Santoro,M,11/09/2005,16,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0000837,Salvatore,Santoro,M,12/04/1968,54,Sacra Corona Unita,Soldier,Puglia,Lecce,Sac0001619
Sac0001290,Riccardo,Santoro,M,09/01/1977,45,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0001965,Corrado,Santoro,M,18/01/1997,25,Sacra Corona Unita,Associate,Puglia,Foggia,
Sac0000485,Neri,Santoro,M,15/01/1956,66,Sacra Corona Unita,Capo,Puglia,Lecce,Sac0001295
Sac0001805,Lucio,Santoro,M,27/11/1966,55,Sacra Corona Unita,Associate,Puglia,Andria,
Sac0000612,Gioele,Santoro,M,30/11/1999,22,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0000569,Lapo,Santoro,M,18/02/1948,74,Sacra Corona Unita,Capo,Puglia,Andria,Sac0001965
Sac0000396,Giulio,Santoro,M,15/12/1991,30,Sacra Corona Unita,Capo,Puglia,Andria,
Sac0000250,Mauro,Santoro,M,17/12/1968,53,Sacra Corona Unita,Capo,Puglia,Foggia,Sac0000612
Sac0000875,Nives,Santoro,F,07/11/1966,55,Sacra Corona Unita,Soldier,Puglia,Andria,Sac0000612
Sac0001001,Augusto,Santoro,M,02/07/1982,39,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0001566,Salvatore,Santoro,M,23/09/1978,43,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0001367,Maurizio,Santoro,M,24/06/1965,56,Sacra Corona Unita,Soldier,Puglia,Foggia,
Sac0001563,Rita,Santoro,F,30/11/1961,60,Sacra Corona Unita,Soldier,Puglia,Taranto,Sac0001001
Sac0001825,Bruno,Santoro,M,30/05/1997,24,Sacra Corona Unita,Associate,Puglia,Bari,
Sac0000456,Umberto,Santoro,M,08/12/1995,26,Sacra Corona Unita,Capo,Puglia,Lecce,
Sac0001063,Massimiliano,Santoro,M,27/02/1972,50,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0000267,Ezio,Santoro,M,03/08/1964,57,Sacra Corona Unita,Capo,Puglia,Foggia,Sac0001825
Sac0001486,Claudio,Santoro,M,08/10/1995,26,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0001089,Pasquale,Santoro,M,10/05/1996,25,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0000471,Domenico,Santoro,M,26/08/1949,72,Sacra Corona Unita,Capo,Puglia,Lecce,Sac0001063
Sac0000752,Federico,Santoro,M,05/02/1977,45,Sacra Corona Unita,Soldier,Puglia,Andria,Sac0001486
Sac0001994,Stefania,Santoro,F,26/10/1989,32,Sacra Corona Unita,Associate,Puglia,Lecce,
Sac0000745,Lucio,Santoro,M,28/09/1974,47,Sacra Corona Unita,Soldier,Puglia,Taranto,Sac0001089
Sac0001253,Neri,Santoro,M,11/02/1964,58,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0001725,Edoardo,Santoro,M,23/01/1954,68,Sacra Corona Unita,Soldier,Puglia,Lecce,Sac0000752
Sac0001475,Niccolo,Santoro,M,31/07/1965,56,Sacra Corona Unita,Soldier,Puglia,Andria,Sac0001994
Sac0000066,Daniele,Santoro,M,23/12/1969,52,Sacra Corona Unita,UnderBoss,Puglia,Foggia,
Sac0000289,Carla,Santoro,F,04/10/1967,54,Sacra Corona Unita,Capo,Puglia,Lecce,
Sac0001052,Serena,Santoro,F,14/02/1950,72,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0000276,Lucio,Santoro,M,12/07/1963,58,Sacra Corona Unita,Capo,Puglia,Lecce,
Sac0000183,Pasquale,Santoro,M,20/05/1969,52,Sacra Corona Unita,Capo,Puglia,Bari,
Sac0000808,Emilio,Santoro,M,11/12/1984,37,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0001134,Filippo,Santoro,M,17/10/2001,20,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0001279,Mario,Santoro,M,13/02/2005,17,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0001454,Antonio,Santoro,M,22/08/1951,70,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0000183
Sac0000975,Patrizio,Santoro,M,01/07/1975,46,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0001134
Sac0001050,Corrado,Santoro,M,15/06/1954,67,Sacra Corona Unita,Soldier,Puglia,Foggia,Sac0001134
Sac0000633,Rocco,Santoro,M,22/10/1960,61,Sacra Corona Unita,Soldier,Puglia,Foggia,Sac0001279
Sac0001581,Bernardo,Santoro,M,03/07/1951,70,Sacra Corona Unita,Soldier,Puglia,Andria,Sac0000975
Sac0000112,Alfredo,Santoro,M,03/08/1950,71,Sacra Corona Unita,Capo,Puglia,Foggia,Sac0000975
Sac0001818,Francesco,Santoro,M,15/07/1969,52,Sacra Corona Unita,Associate,Puglia,Foggia,
Sac0001708,Mirco,Santoro,M,10/12/1947,74,Sacra Corona Unita,Soldier,Puglia,Foggia,
Sac0001047,Sofia,Santoro,F,17/01/1975,47,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0001824,Alessandro,Santoro,M,29/03/1986,36,Sacra Corona Unita,Associate,Puglia,Foggia,
Sac0001876,Bernardo,Santoro,M,09/06/1977,44,Sacra Corona Unita,Associate,Puglia,Bari,
Sac0001049,Isabella,Santoro,F,13/02/1981,41,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0001873,Diego,Santoro,M,08/06/1969,52,Sacra Corona Unita,Associate,Puglia,Andria,
Sac0001473,Edoardo,Santoro,M,08/12/1966,55,Sacra Corona Unita,Soldier,Puglia,Taranto,Sac0001824
Sac0000629,Adriano,Santoro,M,02/01/1977,45,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0001110,Ugo,Santoro,M,09/01/2001,21,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0000173,Valerio,Santoro,M,08/10/1986,35,Sacra Corona Unita,Capo,Puglia,Andria,
Sac0000882,Alberto,Santoro,M,21/06/1974,47,Sacra Corona Unita,Soldier,Puglia,Taranto,
Sac0001335,Fulvio,Santoro,M,03/02/1979,43,Sacra Corona Unita,Soldier,Puglia,Taranto,Sac0001110
Sac0001691,Nicola,Santoro,M,12/10/1978,43,Sacra Corona Unita,Soldier,Puglia,Andria,Sac0001110
Sac0000153,Matteo,Santoro,M,24/09/1950,71,Sacra Corona Unita,Capo,Puglia,Bari,Sac0000173
Sac0001937,Angelo,Santoro,M,30/10/1990,31,Sacra Corona Unita,Associate,Puglia,Taranto,
Sac0001762,Samuele,Santoro,M,09/12/1989,32,Sacra Corona Unita,Associate,Puglia,Taranto,
Sac0001245,Gioele,Santoro,M,09/06/1950,71,Sacra Corona Unita,Soldier,Puglia,Lecce,Sac0001691
Sac0001763,Ludovica,Santoro,F,14/10/1947,74,Sacra Corona Unita,Associate,Puglia,Andria,Sac0001937
Sac0001408,Adriano,Santoro,M,24/03/1969,53,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0001937
Sac0001332,Ruggero,Santoro,M,06/02/1997,25,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0001930,Bruno,Santoro,M,28/04/2003,18,Sacra Corona Unita,Associate,Puglia,Foggia,
Sac0000700,Corrado,Santoro,M,09/04/1948,74,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0001408
Sac0001814,Gioele,Santoro,M,21/11/2005,16,Sacra Corona Unita,Associate,Puglia,Foggia,
Sac0000143,Silvio,Santoro,M,13/01/1984,38,Sacra Corona Unita,Capo,Puglia,Taranto,Sac0001930
Sac0000797,Ludovica,Santoro,F,01/05/1976,45,Sacra Corona Unita,Soldier,Puglia,Foggia,Sac0001930
Sac0000192,Sofia,Santoro,F,13/02/1959,63,Sacra Corona Unita,Capo,Puglia,Lecce,Sac0001814
Sac0001191,Giuliano,Santoro,M,18/03/2001,21,Sacra Corona Unita,Soldier,Puglia,Lecce,
Sac0000731,Salvo,Santoro,M,07/04/1948,74,Sacra Corona Unita,Soldier,Puglia,Taranto,Sac0000143
Sac0001085,Rosario,Santoro,M,18/07/1953,68,Sacra Corona Unita,Soldier,Puglia,Andria,Sac0000797
Sac0001549,Giovanni,Santoro,M,12/06/1956,65,Sacra Corona Unita,Soldier,Puglia,Foggia,Sac0001191
Sac0001985,Matteo,Santoro,M,09/11/1986,35,Sacra Corona Unita,Associate,Puglia,Andria,
Sac0000233,Lapo,Santoro,M,15/07/1957,64,Sacra Corona Unita,Capo,Puglia,Taranto,
Sac0000235,Andrea,Santoro,M,03/11/1986,35,Sacra Corona Unita,Capo,Puglia,Foggia,
Sac0001528,Mario,Santoro,M,17/04/1957,64,Sacra Corona Unita,Soldier,Puglia,Lecce,Sac0001985
Sac0001530,Stella,Santoro,F,21/02/1960,62,Sacra Corona Unita,Soldier,Puglia,Foggia,Sac0001985
Sac0001518,Corrado,Santoro,M,05/08/1990,31,Sacra Corona Unita,Soldier,Puglia,Andria,
Sac0001857,Gabriele,Santoro,M,15/08/1995,26,Sacra Corona Unita,Associate,Puglia,Bari,
Sac0001194,Bernardo,Santoro,M,23/05/1981,40,Sacra Corona Unita,Soldier,Puglia,Bari,
Sac0000714,Ferdinando,Santoro,M,02/09/1953,68,Sacra Corona Unita,Soldier,Puglia,Bari,Sac0001518
Sac0000720,Mario,Santoro,M,12/09/2003,18,Sacra Corona Unita,Soldier,Puglia,Taranto,
Cos0001216,Augusto,Santoro,M,20/03/1952,70,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0000175,Salvatore,Santoro,M,07/07/1956,65,Cosa Nostra,UnderBoss,Sicily,Palermo,
Cos0000070,Aldo,Santoro,M,29/07/1953,68,Cosa Nostra,Boss,Sicily,Vittoria,
Cos0001573,Alessio,Santoro,M,04/04/1962,60,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0001165,Michele,Santoro,M,07/10/1973,48,Cosa Nostra,Capo,Sicily,Messina,
Cos0001316,Neri,Santoro,M,30/08/1976,45,Cosa Nostra,Capo,Sicily,Vittoria,
Cos0002767,Filippo,Santoro,M,15/11/1972,49,Cosa Nostra,Soldier,Sicily,Syracuse,
Cos0005390,Alberto,Santoro,M,14/09/1995,26,Cosa Nostra,Associate,Sicily,Gela,
Cos0002473,Vincenzo,Santoro,M,21/01/1965,57,Cosa Nostra,Soldier,Sicily,Catania,
Cos0000587,Raffaele,Santoro,M,19/02/1979,43,Cosa Nostra,Capo,Sicily,Catania,
Cos0002056,Salvatore,Santoro,M,18/10/2005,16,Cosa Nostra,Soldier,Sicily,Messina,
Cos0002206,Stefano,Santoro,M,21/06/1951,70,Cosa Nostra,Soldier,Sicily,Ragusa,Cos0005390
Cos0002073,Eva,Santoro,F,07/03/1977,45,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0001686,Giulio,Santoro,M,18/01/2002,20,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0005059,Antonello,Santoro,M,16/04/1979,42,Cosa Nostra,Associate,Sicily,Vittoria,Cos0002056
Cos0003028,Roberto,Santoro,M,11/09/1956,65,Cosa Nostra,Soldier,Sicily,Vittoria,Cos0002073
Cos0001828,Marcello,Santoro,M,02/04/1977,45,Cosa Nostra,Soldier,Sicily,Marsala,Cos0001686
Cos0001493,Bruno,Santoro,M,26/08/1995,26,Cosa Nostra,Soldier,Sicily,Catania,
Cos0000857,Michele,Santoro,M,10/03/1988,34,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0003091,Elio,Santoro,M,17/10/1972,49,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0002997,Gaia,Santoro,F,22/05/1963,58,Cosa Nostra,Soldier,Sicily,Ragusa,Cos0001493
Cos0000017,Emilio,Santoro,M,19/06/1980,41,Cosa Nostra,Boss,Sicily,Vittoria,
Cos0001068,Stefano,Santoro,M,22/01/1994,28,Cosa Nostra,Capo,Sicily,Gela,
Cos0002678,Tommaso,Santoro,M,25/07/2004,17,Cosa Nostra,Soldier,Sicily,Catania,
Cos0001441,Alessio,Santoro,M,15/03/1963,59,Cosa Nostra,Capo,Sicily,Trapani,Cos0000017
Cos0002481,Alfredo,Santoro,M,06/06/2003,18,Cosa Nostra,Soldier,Sicily,Gela,
Cos0005164,Saverio,Santoro,M,17/08/1994,27,Cosa Nostra,Associate,Sicily,Gela,
Cos0001723,Claudio,Santoro,M,22/11/1993,28,Cosa Nostra,Soldier,Sicily,Syracuse,
Cos0004231,Alessandro,Santoro,M,25/06/2004,17,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0002524,Vito,Santoro,M,01/03/1968,54,Cosa Nostra,Soldier,Sicily,Marsala,Cos0002481
Cos0002775,Gianluca,Santoro,M,22/07/1984,37,Cosa Nostra,Soldier,Sicily,Gela,
Cos0005332,Massimiliano,Santoro,M,24/02/1992,30,Cosa Nostra,Associate,Sicily,Trapani,
Cos0004046,Salvatore,Santoro,M,15/03/1963,59,Cosa Nostra,Soldier,Sicily,Messina,Cos0004231
Cos0004650,Pasquale,Santoro,M,18/03/1989,33,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0004756,Lucio,Santoro,M,04/06/1987,34,Cosa Nostra,Associate,Sicily,Syracuse,
Cos0004455,Elio,Santoro,M,03/08/1982,39,Cosa Nostra,Soldier,Sicily,Trapani,
Ndr0005229,Nicoletta,Mariani,F,22/04/1966,55,'Ndrangheta,Associate,Calabria,Vibo Valentia,
Ndr0002357,Rocco,Mariani,M,27/07/1967,54,'Ndrangheta,Soldier,Calabria,Corigliano-Rossano,
Ndr0002338,Raul,Mariani,M,15/01/1997,25,'Ndrangheta,Soldier,Calabria,Catanzaro,
Ndr0000823,Salvo,Mariani,M,22/09/1986,35,'Ndrangheta,Capo,Calabria,Lamezia Terme,
Ndr0001894,Rocco,Mariani,M,24/01/1957,65,'Ndrangheta,Soldier,Calabria,Catanzaro,
Ndr0000760,Ezio,Mariani,M,29/10/1984,37,'Ndrangheta,Capo,Calabria,Montalto Uffugo,
Ndr0003303,Diego,Mariani,M,17/05/1952,69,'Ndrangheta,Soldier,Calabria,Castrovillari,Ndr0002338
Ndr0002331,Patrizio,Mariani,M,16/04/1956,65,'Ndrangheta,Soldier,Calabria,Castrovillari,Ndr0000823
Ndr0003913,Marta,Mariani,F,29/09/1979,42,'Ndrangheta,Soldier,Calabria,Reggio Calabria,
Ndr0002484,Maurizio,Mariani,M,15/07/2001,20,'Ndrangheta,Soldier,Calabria,Reggio Calabria,
Ndr0003894,Pasquale,Mariani,M,09/01/1990,32,'Ndrangheta,Soldier,Calabria,Castrovillari,
Ndr0004781,Salvo,Mariani,M,29/05/1961,60,'Ndrangheta,Soldier,Calabria,Corigliano-Rossano,Ndr0003913
Ndr0002524,Giuliano,Mariani,M,15/03/1956,66,'Ndrangheta,Soldier,Calabria,Corigliano-Rossano,Ndr0003913
Ndr0003121,Gianluca,Mariani,M,05/01/1964,58,'Ndrangheta,Soldier,Calabria,Crotone,Ndr0002484
Ndr0005339,Diego,Mariani,M,06/12/1959,62,'Ndrangheta,Associate,Calabria,Castrovillari,Ndr0003894
Ndr0002384,Mirco,Mariani,M,28/04/1989,32,'Ndrangheta,Soldier,Calabria,Cosenza,
Ndr0001082,Maurizio,Mariani,M,31/08/1963,58,'Ndrangheta,Capo,Calabria,Lamezia Terme,
Ndr0003009,Ludovico,Mariani,M,15/04/1998,23,'Ndrangheta,Soldier,Calabria,Crotone,
Ndr0004753,Massimo,Mariani,M,27/11/1970,51,'Ndrangheta,Soldier,Calabria,Acri,Ndr0002384
Ndr0003049,Ruggero,Mariani,M,11/10/1986,35,'Ndrangheta,Soldier,Calabria,Cosenza,
Ndr0003360,Corrado,Mariani,M,31/03/1960,62,'Ndrangheta,Soldier,Calabria,Vibo Valentia,Ndr0003009
Ndr0003123,Ernesto,Mariani,M,10/08/1956,65,'Ndrangheta,Soldier,Calabria,Catanzaro,Ndr0003009
Ndr0004606,Elvira,Mariani,F,12/07/1957,64,'Ndrangheta,Soldier,Calabria,Rende,Ndr0003049
Ndr0001111,Tiziano,Mariani,M,24/11/1974,47,'Ndrangheta,Capo,Calabria,Catanzaro,
Ndr0005614,Diego,Mariani,M,16/12/1971,50,'Ndrangheta,Associate,Calabria,Castrovillari,
Ndr0000796,Samuele,Mariani,M,05/01/1960,62,'Ndrangheta,Capo,Calabria,Cosenza,
Ndr0003331,Diego,Mariani,M,05/07/2001,20,'Ndrangheta,Soldier,Calabria,Reggio Calabria,
Ndr0005753,Camillo,Mariani,M,10/10/1988,33,'Ndrangheta,Associate,Calabria,Acri,
Ndr0002615,Marcello,Mariani,M,02/06/1962,59,'Ndrangheta,Soldier,Calabria,Vibo Valentia,
Ndr0002860,Walter,Mariani,M,17/07/1990,31,'Ndrangheta,Soldier,Calabria,Catanzaro,
Ndr0005743,Roberto,Mariani,M,21/02/1962,60,'Ndrangheta,Associate,Calabria,Crotone,Ndr0003331
Ndr0004601,Bruno,Mariani,M,17/09/1976,45,'Ndrangheta,Soldier,Calabria,Montalto Uffugo,
Ndr0005418,Dafne,Mariani,F,11/05/1958,63,'Ndrangheta,Associate,Calabria,Rende,Ndr0002860
Ndr0002846,Lorenzo,Mariani,M,18/01/1958,64,'Ndrangheta,Soldier,Calabria,Cosenza,Ndr0002860
Ndr0000567,Filippo,Mariani,M,27/03/1994,28,'Ndrangheta,Capo,Calabria,Crotone,
Ndr0000559,Fabio,Mariani,M,20/08/1985,36,'Ndrangheta,Capo,Calabria,Cosenza,
Ndr0000994,Gioele,Mariani,M,27/01/1970,52,'Ndrangheta,Capo,Calabria,Reggio Calabria,
Ndr0003852,Debora,Mariani,F,07/07/2000,21,'Ndrangheta,Soldier,Calabria,Castrovillari,
Ndr0002992,Ferdinando,Mariani,M,11/12/1985,36,'Ndrangheta,Soldier,Calabria,Rende,
Ndr0005152,Marta,Mariani,F,19/03/1988,34,'Ndrangheta,Associate,Calabria,Cosenza,
Ndr0004487,Mattia,Mariani,M,15/02/1955,67,'Ndrangheta,Soldier,Calabria,Rende,Ndr0003852
Ndr0001338,Elena,Mariani,F,12/11/1959,62,'Ndrangheta,Capo,Calabria,Acri,Ndr0003852
Ndr0005376,Rosario,Mariani,M,08/08/1991,30,'Ndrangheta,Associate,Calabria,Corigliano-Rossano,
Ndr0000400,Elio,Mariani,M,22/04/1948,73,'Ndrangheta,Capo,Calabria,Reggio Calabria,Ndr0005152
Ndr0005337,Gianluca,Mariani,M,12/01/2005,17,'Ndrangheta,Associate,Calabria,Montalto Uffugo,
Ndr0000413,Davide,Mariani,M,27/08/1963,58,'Ndrangheta,Capo,Calabria,Crotone,Ndr0005376
Ndr0004951,Bruno,Mariani,M,21/02/1993,29,'Ndrangheta,Soldier,Calabria,Crotone,
Ndr0004579,Emanuele,Mariani,M,23/05/1951,70,'Ndrangheta,Soldier,Calabria,Acri,Ndr0005337
Ndr0004895,Valentino,Mariani,M,17/11/1955,66,'Ndrangheta,Soldier,Calabria,Crotone,Ndr0005337
Ndr0003616,Emanuele,Mariani,M,13/09/1969,52,'Ndrangheta,Soldier,Calabria,Reggio Calabria,Ndr0004951
Cam0000081,Barbara,Mariani,F,23/10/1979,42,Camorra,Boss,Campania,Avellino,
Cam0004503,Niccolo,Mariani,M,28/01/1998,24,Camorra,Soldier,Campania,Caserta,
Cam0002817,Fausto,Mariani,M,04/03/1978,44,Camorra,Soldier,Campania,Naples,
Cam0000694,Zeno,Mariani,M,03/02/1976,46,Camorra,Capo,Campania,Caserta,
Cam0000943,Biagio,Mariani,M,21/11/1992,29,Camorra,Capo,Campania,Caserta,
Cam0002025,Massimiliano,Mariani,M,27/05/1950,71,Camorra,Soldier,Campania,Caserta,Cam0004503
Cam0001431,Mattia,Mariani,M,26/04/1992,29,Camorra,Capo,Campania,Naples,
Cam0000989,Simone,Mariani,M,11/09/1970,51,Camorra,Capo,Campania,Naples,Cam0000943
Cam0006175,Filippo,Mariani,M,12/04/1948,74,Camorra,Associate,Campania,Benevento,Cam0000943
Cam0000169,Alessandro,Mariani,M,01/02/1948,74,Camorra,UnderBoss,Campania,Benevento,Cam0001431
Cam0005132,Marcello,Mariani,M,07/04/1984,38,Camorra,Soldier,Campania,Naples,
Cam0006590,Guido,Mariani,M,09/06/1971,50,Camorra,Associate,Campania,Benevento,
Cam0003376,Silvio,Mariani,M,14/11/1999,22,Camorra,Soldier,Campania,Naples,
Cam0006118,Ugo,Mariani,M,31/03/2001,21,Camorra,Associate,Campania,Caserta,
Cam0002516,Lucio,Mariani,M,27/12/1974,47,Camorra,Soldier,Campania,Avellino,
