,Police_ID,DOB,First_Name,Last_Name,Gender,Region,City,Police_Force,Rank,Most_Recent_Contact,Mafia_ID,Organisation
1292,CPA143633973,1968-03-01,Lucio,Gatti,M,Campania,Salerno,The Carabinieri,Lieutenent,Sac0001120,Sac0001120,Sacra Corona Unita
1293,CPA746600965,2003-02-22,Giuliano,Fontana,M,Campania,Naples,Polizei di Stato,Sergeant,Cam0000302,Cam0000302,Camorra
1294,CLA848890723,1976-09-20,Alessandro,Milani,M,Calabria,Acri,Polizei di Stato,Agent,Cos0002849,Cos0002849,Cosa Nostra
1295,PGA108939052,1960-11-07,Biagio,Bruno,M,Puglia,Andria,Guardia di Finanza,Officer,Ndr0000461,Ndr0000461,'Ndrangheta
1296,CLA429977166,1989-07-14,Emilia,Monti,F,Calabria,Cosenza,Guardia di Finanza,Officer,Ndr0004340,Ndr0004340,'Ndrangheta
1297,CPA189125146,1997-05-25,Emma,Bianco,F,Campania,Salerno,Polizei di Stato,Sergeant,Cam0001958,Cam0001958,Camorra
1298,CPA914069256,1986-09-11,Stefano,Ferraro,M,Campania,Naples,Polizei di Stato,Agent,Sac0001864,Sac0001864,Sacra Corona Unita
1299,SCY635709979,1996-12-23,Valentino,Serra,M,Sicily,Trapani,Polizei di Stato,Agent,Ndr0003588,Ndr0003588,'Ndrangheta
1300,CPA355381753,1969-08-18,Monica,Damico,F,Campania,Benevento,The Carabinieri,Captain,Cam0006534,Cam0006534,Camorra
1301,CPA827846941,1969-07-25,Matilde,Bruno,F,Campania,Caserta,The Carabinieri,Officer,Ndr0003575,Ndr0003575,'Ndrangheta
1302,SCY914259486,1967-05-12,Camilla,Bernardi,F,Sicily,Ragusa,Guardia di Finanza,Officer,Cos0003128,Cos0003128,Cosa Nostra
1303,SCY366192743,1996-07-06,Lorenzo,Rossi,M,Sicily,Palermo,Guardia di Finanza,Officer,Cam0004020,Cam0004020,Camorra
1304,PGA353711749,1981-09-14,Maurizio,Mazza,M,Puglia,Foggia,Polizei di Stato,Agent,Cam0001945,Cam0001945,Camorra
1305,PGA796605018,1986-02-12,Ilaria,Santoro,F,Puglia,Lecce,Guardia di Finanza,Officer,Sac0001534,Sac0001534,Sacra Corona Unita
1306,CPA654440241,1988-05-24,Cecilia,Sala,F,Campania,Caserta,Polizei di Stato,Agent,Cos0002339,Cos0002339,Cosa Nostra
1307,CPA699868692,1987-03-19,Edoardo,Giuliani,M,Campania,Salerno,Polizei di Stato,Assistant Chief,Ndr0001183,Ndr0001183,'Ndrangheta
1308,SCY81617311,1979-07-23,Giovanna,Basile,F,Sicily,Caltanissetta,Polizei di Stato,Agent,Cam0005171,Cam0005171,Camorra
1309,CPA787377327,1961-07-02,Silvia,D'amico,F,Campania,Naples,The Carabinieri,Officer,Cam0004455,Cam0004455,Camorra
1310,SCY645497247,1970-05-09,Cristian,Bianco,M,Sicily,Syracuse,Polizei di Stato,Agent,Ndr0002943,Ndr0002943,'Ndrangheta
1311,SCY954713555,1987-04-13,Rita,Guerra,F,Sicily,Marsala,Polizei di Stato,Agent,Ndr0004459,Ndr0004459,'Ndrangheta
1312,SCY250353910,1960-12-08,Azzurra,Giordano,F,Sicily,Catania,Guardia di Finanza,Officer,Cam0005989,Cam0005989,Camorra
1313,SCY405517616,1988-07-17,Alessio,Ferrari,M,Sicily,Gela,Guardia di Finanza,Officer,Cam0002605,Cam0002605,Camorra
1314,CPA805572724,1991-11-05,Marcello,Moretti,M,Campania,Avellino,The Carabinieri,Captain,Cam0002531,Cam0002531,Camorra
1315,CPA889844666,1974-01-27,Eleonora,Leone,F,Campania,Benevento,Polizei di Stato,Sergeant,Cam0004902,Cam0004902,Camorra
1316,CLA184748730,1987-01-17,Giuliana,Gallo,F,Calabria,Catanzaro,Polizei di Stato,Agent,Cam0000298,Cam0000298,Camorra
1317,PGA641218489,2002-09-18,Lorenzo,Santoro,M,Puglia,Lecce,Polizei di Stato,Agent,Ndr0000561,Ndr0000561,'Ndrangheta
1318,CLA946987268,1987-06-24,Bernardo,Guerra,M,Calabria,Castrovillari,Polizei di Stato,Assistant Chief,Sac0000868,Sac0000868,Sacra Corona Unita
1319,PGA259409548,1999-04-10,Viola,Bellini,F,Puglia,Andria,Polizei di Stato,Superintendent,Cos0001743,Cos0001743,Cosa Nostra
1320,CPA355578177,1982-04-04,Carlo,Russo,M,Campania,Salerno,Guardia di Finanza,Officer,Cos0004936,Cos0004936,Cosa Nostra
1321,CPA749015591,1985-10-25,Pasquale,Montanari,M,Campania,Naples,Polizei di Stato,Assistant Chief,Cos0001315,Cos0001315,Cosa Nostra
1322,CLA639225767,1999-07-14,Niccolo,Moretti,M,Calabria,Montalto Uffugo,Polizei di Stato,Agent,Cos0003937,Cos0003937,Cosa Nostra
1323,PGA400205056,1956-04-03,Caterina,Ferrara,F,Puglia,Lecce,Polizei di Stato,Agent,Cam0005166,Cam0005166,Camorra
1324,CPA953782268,1984-02-02,Elvira,Mazza,F,Campania,Avellino,The Carabinieri,Lieutenent,Ndr0001762,Ndr0001762,'Ndrangheta
1325,CPA990418732,2001-03-17,Flavia,Russo,F,Campania,Caserta,Polizei di Stato,Commissioner,Ndr0000359,Ndr0000359,'Ndrangheta
1326,PGA453291416,1966-06-08,Stella,Grasso,F,Puglia,Lecce,Guardia di Finanza,Officer,Cos0003930,Cos0003930,Cosa Nostra
1327,SCY440099780,1960-01-09,Adele,Lombardo,F,Sicily,Marsala,Polizei di Stato,Sergeant,Cos0003930,Cos0003930,Cosa Nostra
1328,PGA623123494,2003-09-28,Lapo,Ferraro,M,Puglia,Taranto,Polizei di Stato,Assistant,Cam0002151,Cam0002151,Camorra
1329,SCY618717378,1983-05-12,Matilde,Martinelli,F,Sicily,Vittoria,Polizei di Stato,Sergeant,Ndr0005062,Ndr0005062,'Ndrangheta
1330,SCY282416787,1983-11-04,Gabriella,Santoro,F,Sicily,Messina,Guardia di Finanza,Officer,Ndr0003520,Ndr0003520,'Ndrangheta
1331,PGA130953418,1967-10-30,Ilaria,Rossetti,F,Puglia,Lecce,Polizei di Stato,Assistant Chief,Ndr0000242,Ndr0000242,'Ndrangheta
1332,SCY924085827,1960-02-24,Erica,Barbieri,F,Sicily,Marsala,Guardia di Finanza,Sergeant,Cam0006462,Cam0006462,Camorra
1333,SCY216170396,1959-11-03,Martina,D'angelo,F,Sicily,Trapani,Guardia di Finanza,Financier,Cam0006280,Cam0006280,Camorra
1334,SCY353551869,1979-10-23,Ginevra,Rizzo,F,Sicily,Trapani,Polizei di Stato,Agent,Cos0000183,Cos0000183,Cosa Nostra
1335,CPA978215497,1958-11-07,Daniele,Ferrara,M,Campania,Benevento,Polizei di Stato,Agent,Cam0002564,Cam0002564,Camorra
1336,SCY846066454,1996-11-26,Luca,Bianco,M,Sicily,Palermo,Polizei di Stato,Assistant,Cam0001483,Cam0001483,Camorra
1337,SCY908047326,1986-04-01,Emilia,Bianchi,F,Sicily,Caltanissetta,Polizei di Stato,Assistant Chief,Cam0006398,Cam0006398,Camorra
1338,PGA811682575,1992-09-15,Aurora,Greco,F,Puglia,Lecce,Guardia di Finanza,Officer,Cos0002248,Cos0002248,Cosa Nostra
1339,PGA813508711,1996-03-05,Valentino,Messina,M,Puglia,Lecce,Polizei di Stato,Sergeant,Cos0002933,Cos0002933,Cosa Nostra
1340,CPA515828297,2003-09-27,Elettra,Sanna,F,Campania,Salerno,Polizei di Stato,Agent,Cos0002061,Cos0002061,Cosa Nostra
1341,SCY694838101,1974-10-27,Niccolo,Bruno,M,Sicily,Ragusa,Guardia di Finanza,Officer,Cos0002061,Cos0002061,Cosa Nostra
1342,SCY958292374,1960-03-30,Filippo,Santoro,M,Sicily,Messina,Guardia di Finanza,Officer,Cos0005223,Cos0005223,Cosa Nostra
1343,CPA359988861,1989-05-15,Giacomo,Mazza,M,Campania,Naples,The Carabinieri,Lieutenent,Ndr0001216,Ndr0001216,'Ndrangheta
1344,PGA45712310,1997-03-31,Gianluca,Rossi,M,Puglia,Foggia,Polizei di Stato,Assistant,Ndr0000884,Ndr0000884,'Ndrangheta
1345,CPA912353750,1974-10-13,Antonio,Santoro,M,Campania,Caserta,Polizei di Stato,Sergeant,Sac0001760,Sac0001760,Sacra Corona Unita
1346,CPA881557948,1972-08-10,Lucia,De Luca,F,Campania,Salerno,Guardia di Finanza,Sergeant,Cam0004094,Cam0004094,Camorra
1347,CPA843302548,2003-06-04,Fabrizio,Bianco,M,Campania,Salerno,Polizei di Stato,Agent,Cos0004834,Cos0004834,Cosa Nostra
1348,CPA635169364,1980-11-08,Giuliana,Santoro,F,Campania,Naples,Guardia di Finanza,Officer,Cam0002486,Cam0002486,Camorra
1349,CPA468016232,2001-12-14,Rosario,Bruno,M,Campania,Benevento,Guardia di Finanza,Officer,Cam0002081,Cam0002081,Camorra
1350,CLA839703969,1974-12-19,Ernesto,Cattaneo,M,Calabria,Cosenza,Guardia di Finanza,Officer,Cam0005047,Cam0005047,Camorra
1351,CPA927632259,1991-01-07,Arianna,Vitale,F,Campania,Naples,Guardia di Finanza,Sergeant,Cos0000607,Cos0000607,Cosa Nostra
1352,SCY794007297,1968-01-10,Donatella,Bianco,F,Sicily,Catania,Polizei di Stato,Agent,Ndr0001592,Ndr0001592,'Ndrangheta
1353,SCY807907346,1993-05-16,Ernesto,Riva,M,Sicily,Trapani,Polizei di Stato,Commissioner,Cos0000502,Cos0000502,Cosa Nostra
1354,CLA455821041,1963-12-18,Biagio,Santoro,M,Calabria,Lamezia Terme,Polizei di Stato,Agent,Cam0006155,Cam0006155,Camorra
1355,SCY882044768,1973-01-28,Antonello,Riva,M,Sicily,Catania,Polizei di Stato,Agent,Cos0003973,Cos0003973,Cosa Nostra
1356,CPA972308085,1972-04-23,Davide,Conti,M,Campania,Naples,Polizei di Stato,Agent,Cam0001635,Cam0001635,Camorra
1357,PGA463954740,1960-10-16,Claudio,Santoro,M,Puglia,Lecce,Polizei di Stato,Agent,Cam0001635,Cam0001635,Camorra
1358,CLA151282926,1978-10-07,Gianluca,Bruno,M,Calabria,Castrovillari,Polizei di Stato,Sergeant,Ndr0000185,Ndr0000185,'Ndrangheta
1359,PGA756723660,1968-01-15,Marcello,Santoro,M,Puglia,Foggia,Polizei di Stato,Agent,Ndr0003815,Ndr0003815,'Ndrangheta
1360,SCY803559541,2000-03-19,Lorenza,Greco,F,Sicily,Catania,Polizei di Stato,Assistant Chief,Cos0003491,Cos0003491,Cosa Nostra
1361,CPA777093437,1965-05-18,Adele,Serra,F,Campania,Salerno,Polizei di Stato,Agent,Cam0000427,Cam0000427,Camorra
1362,CPA772561113,1977-07-04,Ludovico,Bianco,M,Campania,Salerno,Polizei di Stato,Agent,Cos0002417,Cos0002417,Cosa Nostra
1363,CLA178679928,1999-10-17,Pasquale,Gallo,M,Calabria,Acri,Guardia di Finanza,Sergeant,Cos0001533,Cos0001533,Cosa Nostra
1364,SCY734606529,1982-07-02,Laura,Santoro,F,Sicily,Vittoria,Polizei di Stato,Agent,Cam0001566,Cam0001566,Camorra
1365,SCY428820879,1972-04-16,Ilaria,Longo,F,Sicily,Syracuse,Polizei di Stato,Agent,Ndr0005144,Ndr0005144,'Ndrangheta
1366,SCY803906006,1996-11-13,Tullio,Romano,M,Sicily,Messina,Polizei di Stato,Sergeant,Ndr0002434,Ndr0002434,'Ndrangheta
1367,PGA152684898,1995-10-28,Vincenzo,Bellini,M,Puglia,Lecce,Polizei di Stato,Agent,Cam0004315,Cam0004315,Camorra
1368,CLA717050984,1956-08-12,Cristian,Sala,M,Calabria,Montalto Uffugo,Polizei di Stato,Agent,Cam0002089,Cam0002089,Camorra
1369,SCY655811536,1971-11-27,Camilla,Bruno,F,Sicily,Trapani,The Carabinieri,Officer,Ndr0004841,Ndr0004841,'Ndrangheta
1370,PGA562081494,1961-10-29,Saverio,D'amico,M,Puglia,Bari,Guardia di Finanza,Officer,Ndr0004268,Ndr0004268,'Ndrangheta
1371,CPA585627826,1985-08-27,Ezio,Orlando,M,Campania,Naples,Guardia di Finanza,Sergeant,Cos0003868,Cos0003868,Cosa Nostra
1372,PGA869032118,1978-07-15,Debora,Bruno,F,Puglia,Foggia,Polizei di Stato,Assistant Chief,Ndr0003235,Ndr0003235,'Ndrangheta
1373,CPA550631691,1968-07-22,Mattia,Bruno,M,Campania,Benevento,Polizei di Stato,Agent,Cam0000574,Cam0000574,Camorra
1374,CPA904534529,1961-10-26,Noemi,Greco,F,Campania,Salerno,Guardia di Finanza,Officer,Sac0001757,Sac0001757,Sacra Corona Unita
1375,CPA291905610,2001-11-01,Giacomo,Greco,M,Campania,Avellino,Guardia di Finanza,Sergeant,Cam0005714,Cam0005714,Camorra
1376,PGA384309491,1970-04-03,Bruno,Ferrara,M,Puglia,Lecce,Guardia di Finanza,Officer,Cos0002596,Cos0002596,Cosa Nostra
1377,CPA70338311,1988-05-30,Emilio,Santoro,M,Campania,Benevento,Guardia di Finanza,Sergeant,Ndr0005559,Ndr0005559,'Ndrangheta
1378,CLA862531645,1957-08-31,Giuliano,Costantini,M,Calabria,Acri,Polizei di Stato,Assistant Chief,Cos0003715,Cos0003715,Cosa Nostra
1379,PGA366078312,1972-10-24,Antonia,Santoro,F,Puglia,Bari,Polizei di Stato,Agent,Cos0003715,Cos0003715,Cosa Nostra
1380,CPA928925405,1982-06-18,Niccolo,Messina,M,Campania,Caserta,Polizei di Stato,Agent,Cam0000550,Cam0000550,Camorra
1381,SCY596850908,1983-04-02,Lucia,Marini,F,Sicily,Caltanissetta,The Carabinieri,Lieutenent,Ndr0001717,Ndr0001717,'Ndrangheta
1382,SCY505994577,1960-05-10,Roberto,Palumbo,M,Sicily,Caltanissetta,The Carabinieri,Lieutenent,Ndr0001717,Ndr0001717,'Ndrangheta
1383,CPA555836399,1960-07-08,Walter,Santoro,M,Campania,Salerno,The Carabinieri,Lieutenent,Cam0006478,Cam0006478,Camorra
1384,SCY217944798,1972-10-26,Domenico,Greco,M,Sicily,Trapani,Polizei di Stato,Assistant,Cos0003538,Cos0003538,Cosa Nostra
1385,SCY145837381,1962-02-24,Gianluca,Longo,M,Sicily,Ragusa,Guardia di Finanza,Officer,Cos0003538,Cos0003538,Cosa Nostra
1386,PGA164400652,1970-10-04,Raffaele,Rossetti,M,Puglia,Taranto,Polizei di Stato,Assistant,Ndr0002144,Ndr0002144,'Ndrangheta
1387,SCY226431418,2003-06-18,Ada,Martinelli,F,Sicily,Marsala,Polizei di Stato,Agent,Ndr0002796,Ndr0002796,'Ndrangheta
1388,PGA905635437,1980-11-15,Violante,Romano,F,Puglia,Lecce,Guardia di Finanza,Officer,Ndr0002796,Ndr0002796,'Ndrangheta
1389,SCY399573613,1991-04-10,Paola,Russo,F,Sicily,Ragusa,Polizei di Stato,Assistant Chief,Cos0003726,Cos0003726,Cosa Nostra
1390,PGA501997575,2002-12-31,Adele,Bruno,F,Puglia,Lecce,Guardia di Finanza,Sergeant,Cam0005379,Cam0005379,Camorra
1391,CPA828968587,1959-09-29,Francesca,Rizzi,F,Campania,Avellino,Guardia di Finanza,Sergeant,Sac0000870,Sac0000870,Sacra Corona Unita
1392,SCY965784222,1971-08-13,Maurizio,Caruso,M,Sicily,Caltanissetta,Guardia di Finanza,Sergeant,Sac0000870,Sac0000870,Sacra Corona Unita
1393,CPA228207782,1991-08-11,Alessio,Martini,M,Campania,Naples,Guardia di Finanza,Financier,Sac0000569,Sac0000569,Sacra Corona Unita
1394,PGA803472331,1984-08-14,Mario,Piras,M,Puglia,Foggia,The Carabinieri,Officer,Cam0005142,Cam0005142,Camorra
1395,SCY162865175,1958-08-21,Miriam,Santoro,F,Sicily,Trapani,Polizei di Stato,Agent,Cam0005142,Cam0005142,Camorra
1396,SCY659146598,1969-04-18,Isabella,Giuliani,F,Sicily,Trapani,Guardia di Finanza,Officer,Ndr0003679,Ndr0003679,'Ndrangheta
1397,CPA542278664,1975-10-18,Giulio,Bianco,M,Campania,Caserta,Guardia di Finanza,Sergeant,Cam0002149,Cam0002149,Camorra
1398,SCY599870112,1961-10-02,Stella,Barbieri,F,Sicily,Vittoria,Guardia di Finanza,Officer,Ndr0004746,Ndr0004746,'Ndrangheta
1399,CLA66141487,1996-08-06,Leonardo,Caputo,M,Calabria,Vibo Valentia,Guardia di Finanza,Sergeant,Cos0002291,Cos0002291,Cosa Nostra
1400,SCY270475577,1968-05-04,Mirco,Santoro,M,Sicily,Messina,Guardia di Finanza,Officer,Cam0001787,Cam0001787,Camorra
1401,CPA597611034,2001-12-21,Beatrice,Rossi,F,Campania,Benevento,Guardia di Finanza,Officer,Cam0001787,Cam0001787,Camorra
1402,CLA511197866,1991-07-22,Fabrizio,Bianchi,M,Calabria,Castrovillari,Polizei di Stato,Assistant Chief,Cam0004297,Cam0004297,Camorra
1403,PGA252201763,1974-06-25,Massimo,Russo,M,Puglia,Bari,The Carabinieri,Lieutenent,Ndr0004207,Ndr0004207,'Ndrangheta
1404,PGA672073776,2001-06-21,Laura,Greco,F,Puglia,Bari,Guardia di Finanza,Sergeant,Ndr0002561,Ndr0002561,'Ndrangheta
1405,PGA287980543,1998-05-07,Samuele,Mazza,M,Puglia,Foggia,Polizei di Stato,Agent,Cam0000224,Cam0000224,Camorra
1406,CPA741510287,1987-10-20,Aurora,Monti,F,Campania,Avellino,Polizei di Stato,Agent,Sac0000600,Sac0000600,Sacra Corona Unita
1407,SCY201908650,2000-08-02,Emilio,Lombardi,M,Sicily,Messina,Guardia di Finanza,Officer,Cos0004841,Cos0004841,Cosa Nostra
1408,CPA922856183,1989-01-26,Rocco,Ferraro,M,Campania,Naples,Polizei di Stato,Sergeant,Cos0000862,Cos0000862,Cosa Nostra
1409,PGA75879142,1989-05-22,Vincenzo,Bianco,M,Puglia,Lecce,Guardia di Finanza,Financier,Cos0002440,Cos0002440,Cosa Nostra
1410,CPA499095286,1982-01-10,Vito,Guerra,M,Campania,Naples,Polizei di Stato,Agent,Sac0000960,Sac0000960,Sacra Corona Unita
1411,PGA952332604,1987-11-18,Felice,Vitale,M,Puglia,Foggia,Guardia di Finanza,Financier,Cam0000326,Cam0000326,Camorra
1412,SCY940168332,1961-10-08,Valentina,Lombardo,F,Sicily,Syracuse,Polizei di Stato,Assistant,Ndr0000082,Ndr0000082,'Ndrangheta
1413,SCY615278099,2003-10-01,Lorenza,Martini,F,Sicily,Vittoria,Polizei di Stato,Assistant Chief,Cam0004475,Cam0004475,Camorra
1414,CPA542920859,1988-01-27,Matilde,Santoro,F,Campania,Salerno,Polizei di Stato,Assistant,Ndr0002809,Ndr0002809,'Ndrangheta
1415,PGA330865060,1972-05-02,Valerio,Bruno,M,Puglia,Bari,Guardia di Finanza,Officer,Cos0005197,Cos0005197,Cosa Nostra
1416,SCY685540209,1962-12-11,Valentino,Russo,M,Sicily,Catania,The Carabinieri,Captain,Ndr0002625,Ndr0002625,'Ndrangheta
1417,PGA936834310,1999-10-15,Elvira,Vitale,F,Puglia,Andria,Polizei di Stato,Agent,Sac0000626,Sac0000626,Sacra Corona Unita
1418,PGA467632704,1964-06-12,Fioretta,Esposito,F,Puglia,Taranto,The Carabinieri,Officer,Cam0001732,Cam0001732,Camorra
1419,PGA592476173,1961-07-22,Lorenzo,Caputo,M,Puglia,Lecce,The Carabinieri,Officer,Cos0004725,Cos0004725,Cosa Nostra
1420,CPA358232036,1995-06-12,Fabrizio,Pagano,M,Campania,Benevento,Polizei di Stato,Assistant Chief,Ndr0004563,Ndr0004563,'Ndrangheta
1421,CLA117077314,1972-10-15,Costanza,Lombardo,F,Calabria,Montalto Uffugo,Polizei di Stato,Assistant,Sac0001057,Sac0001057,Sacra Corona Unita
1422,CPA167222754,1957-12-16,Ugo,Carbone,M,Campania,Avellino,Polizei di Stato,Assistant,Cam0006261,Cam0006261,Camorra
1423,CPA925551775,2001-12-02,Alessandro,Rossi,M,Campania,Caserta,Guardia di Finanza,Financier,Cam0002931,Cam0002931,Camorra
1424,PGA411035906,1956-11-12,Susanna,Pellegrino,F,Puglia,Bari,Polizei di Stato,Agent,Cos0000317,Cos0000317,Cosa Nostra
1425,CPA290524951,1986-03-09,Benedetta,Greco,F,Campania,Benevento,Polizei di Stato,Agent,Ndr0003959,Ndr0003959,'Ndrangheta
1426,PGA481210270,1990-11-04,Raffaele,Sartori,M,Puglia,Lecce,Guardia di Finanza,Officer,Ndr0001812,Ndr0001812,'Ndrangheta
1427,SCY289759472,1997-04-20,Stefano,Greco,M,Sicily,Ragusa,The Carabinieri,Officer,Ndr0004748,Ndr0004748,'Ndrangheta
1428,CPA129930094,1978-05-19,Camilla,Guerra,F,Campania,Salerno,Polizei di Stato,Assistant,Ndr0004482,Ndr0004482,'Ndrangheta
1429,SCY283843317,1995-01-17,Renato,Rinaldi,M,Sicily,Trapani,Polizei di Stato,Assistant Chief,Cos0001617,Cos0001617,Cosa Nostra
1430,PGA637488189,1970-08-29,Adriano,Santoro,M,Puglia,Lecce,Polizei di Stato,Agent,Cos0004243,Cos0004243,Cosa Nostra
1431,CLA457944224,1967-11-14,Irene,Ferrara,F,Calabria,Cosenza,Polizei di Stato,Agent,Cam0006447,Cam0006447,Camorra
1432,CPA330982805,1980-06-01,Mauro,D'amico,M,Campania,Avellino,Polizei di Stato,Sergeant,Ndr0003956,Ndr0003956,'Ndrangheta
1433,SCY381769068,1959-04-19,Irene,Bruno,F,Sicily,Syracuse,Guardia di Finanza,Financier,Cam0005786,Cam0005786,Camorra
1434,PGA327459310,1983-07-22,Alfredo,Santoro,M,Puglia,Lecce,Polizei di Stato,Sergeant,Cos0004712,Cos0004712,Cosa Nostra
1435,CPA390451216,1995-04-15,Giovanni,Bianco,M,Campania,Avellino,Guardia di Finanza,Sergeant,Ndr0002250,Ndr0002250,'Ndrangheta
1436,SCY98911773,1975-05-09,Giovanna,Ferrara,F,Sicily,Gela,Polizei di Stato,Agent,Ndr0002250,Ndr0002250,'Ndrangheta
1437,CPA9530539,1971-05-06,Tullio,Bernardi,M,Campania,Naples,The Carabinieri,Officer,Cos0001676,Cos0001676,Cosa Nostra
1438,PGA7477350,1964-02-29,Costanza,Greco,F,Puglia,Lecce,Polizei di Stato,Agent,Cam0000578,Cam0000578,Camorra
1439,PGA677183660,1995-01-25,Ugo,Santoro,M,Puglia,Bari,Polizei di Stato,Agent,Cam0000261,Cam0000261,Camorra
1440,CPA792759729,1990-03-01,Saverio,Conti,M,Campania,Salerno,Polizei di Stato,Agent,Ndr0002995,Ndr0002995,'Ndrangheta
1441,CLA721612091,1969-11-30,Marco,Greco,M,Calabria,Crotone,Polizei di Stato,Sergeant,Cos0005301,Cos0005301,Cosa Nostra
1442,CPA751705835,1982-01-31,Vincenzo,Marchetti,M,Campania,Naples,The Carabinieri,Officer,Sac0000426,Sac0000426,Sacra Corona Unita
1443,SCY809701536,2000-11-02,Paolo,Monti,M,Sicily,Marsala,Polizei di Stato,Agent,Cam0000018,Cam0000018,Camorra
1444,CPA791096940,1958-06-01,Fabiana,Sala,F,Campania,Salerno,Polizei di Stato,Agent,Cam0003887,Cam0003887,Camorra
1445,PGA471027395,1960-11-14,Ludovico,Costa,M,Puglia,Bari,Polizei di Stato,Assistant Chief,Cam0001556,Cam0001556,Camorra
1446,PGA141556285,1986-06-21,Simone,Russo,M,Puglia,Taranto,Guardia di Finanza,Officer,Sac0000434,Sac0000434,Sacra Corona Unita
1447,CLA836813967,2002-12-04,Renato,Greco,M,Calabria,Reggio Calabria,The Carabinieri,Officer,Ndr0004094,Ndr0004094,'Ndrangheta
1448,CPA305248009,1993-03-10,Giovanna,Bruno,F,Campania,Benevento,Guardia di Finanza,Officer,Sac0001285,Sac0001285,Sacra Corona Unita
1449,CPA376888830,1993-10-01,Ginevra,Villa,F,Campania,Benevento,Polizei di Stato,Commissioner,Cam0005710,Cam0005710,Camorra
1450,PGA372752911,1983-11-12,Ernesto,Fontana,M,Puglia,Foggia,Guardia di Finanza,Officer,Ndr0004040,Ndr0004040,'Ndrangheta
1451,PGA765229567,1959-12-17,Antonia,Mariani,F,Puglia,Foggia,Polizei di Stato,Agent,Cam0005634,Cam0005634,Camorra
1452,SCY194350914,1989-07-17,Felice,Santoro,M,Sicily,Vittoria,Polizei di Stato,Sergeant,Ndr0000801,Ndr0000801,'Ndrangheta
1453,PGA653179763,1987-10-07,Eva,Mancini,F,Puglia,Bari,Polizei di Stato,Agent,Cos0002640,Cos0002640,Cosa Nostra
1454,SCY985437737,1995-08-03,Alfredo,Martinelli,M,Sicily,Marsala,Guardia di Finanza,Officer,Cos0001273,Cos0001273,Cosa Nostra
1455,SCY52184828,1988-09-18,Valerio,Monti,M,Sicily,Messina,Polizei di Stato,Agent,Cam0005084,Cam0005084,Camorra
1456,CPA493056760,1971-09-02,Lapo,Bernardi,M,Campania,Caserta,Polizei di Stato,Agent,Sac0001300,Sac0001300,Sacra Corona Unita
1457,SCY219021317,1989-03-20,Salvo,De Luca,M,Sicily,Messina,Guardia di Finanza,Sergeant,Cam0001082,Cam0001082,Camorra
1458,CPA569237722,1997-03-18,Valentino,Rizzo,M,Campania,Avellino,Polizei di Stato,Agent,Cos0001119,Cos0001119,Cosa Nostra
1459,SCY867254284,1985-03-25,Paolo,Greco,M,Sicily,Catania,Polizei di Stato,Agent,Cos0003761,Cos0003761,Cosa Nostra
1460,CPA483083499,2002-12-02,Costanza,Pellegrini,F,Campania,Naples,Polizei di Stato,Assistant Chief,Cos0003761,Cos0003761,Cosa Nostra
1461,SCY695540260,1969-09-22,Miriam,Carbone,F,Sicily,Gela,Polizei di Stato,Agent,Cos0001088,Cos0001088,Cosa Nostra
1462,CPA632674626,1993-07-01,Nicola,Farina,M,Campania,Naples,Polizei di Stato,Assistant Chief,Cam0004583,Cam0004583,Camorra
1463,CPA297491451,1984-07-18,Chiara,Montanari,F,Campania,Avellino,Guardia di Finanza,Officer,Cos0004042,Cos0004042,Cosa Nostra
1464,CPA241312267,1966-02-03,Diego,Greco,M,Campania,Salerno,Polizei di Stato,Agent,Cam0006374,Cam0006374,Camorra
1465,SCY586896296,1988-10-10,Michele,Carbone,M,Sicily,Caltanissetta,Polizei di Stato,Commissioner,Cam0001153,Cam0001153,Camorra
1466,SCY948338974,1998-03-12,Samuele,Bruno,M,Sicily,Vittoria,Polizei di Stato,Sergeant,Cam0005256,Cam0005256,Camorra
1467,SCY74264941,1986-09-05,Adele,Costantini,F,Sicily,Catania,Guardia di Finanza,Officer,Ndr0004118,Ndr0004118,'Ndrangheta
1468,CPA696902731,1999-03-22,Emiliano,Conti,M,Campania,Avellino,Guardia di Finanza,Financier,Cam0003219,Cam0003219,Camorra
1469,CPA665764999,1983-10-01,Neri,Ferrari,M,Campania,Salerno,Guardia di Finanza,Officer,Ndr0000720,Ndr0000720,'Ndrangheta
1470,SCY452659541,1975-10-30,Maurizio,Rinaldi,M,Sicily,Marsala,Polizei di Stato,Agent,Cos0003150,Cos0003150,Cosa Nostra
1471,PGA500478257,1983-03-03,Niccolo,Costantini,M,Puglia,Bari,Guardia di Finanza,Sergeant,Cos0004678,Cos0004678,Cosa Nostra
1472,CLA565728097,1993-11-23,Massimo,Russo,M,Calabria,Rende,Guardia di Finanza,Officer,Ndr0004866,Ndr0004866,'Ndrangheta
1473,SCY864843743,1992-04-21,Federico,Barbieri,M,Sicily,Vittoria,Guardia di Finanza,Officer,Cos0004945,Cos0004945,Cosa Nostra
1474,CLA232138355,1987-04-15,Arianna,Bruno,F,Calabria,Reggio Calabria,Polizei di Stato,Agent,Ndr0003381,Ndr0003381,'Ndrangheta
1475,CLA920518315,1986-09-24,Camillo,Damico,M,Calabria,Castrovillari,Guardia di Finanza,Financier,Ndr0003381,Ndr0003381,'Ndrangheta
