,Raid_ID,Date,Region,City,Successful,Arrests,Lead_Officer_ID,First_Name,Last_Name,Case_ID
541,MON05329,2016-04-24,Calabria,Montalto Uffugo,No,0,CLA180701517,Giuliano,Bianco,CA1965
542,AVE70582,2019-07-20,Campania,Avellino,No,0,CPA531717306,Asia,Santoro,CA1446
543,VIB51086,2021-08-11,Calabria,Vibo Valentia,No,0,CLA619385977,Tommaso,Rizzi,CA651
544,CAT90575,2000-09-18,Calabria,Catanzaro,Yes,5,CLA803569050,Dafne,Ferrara,CA544
545,NAP79934,2001-05-16,Campania,Naples,No,0,CPA629025252,Stefania,Bruno,CA146
546,VIT08548,2007-09-01,Sicily,Vittoria,Yes,7,SCY461176020,Pietro,Conti,CA1744
547,REG48881,2012-02-02,Calabria,Reggio Calabria,Yes,3,CLA752382526,Daniele,Mazza,CA1116
548,SYR41075,2011-02-21,Sicily,Syracuse,No,0,SCY604725644,Raffaello,Bruno,CA10
549,NAP24889,2020-01-01,Campania,Naples,No,0,CPA66016867,Fabrizio,Santoro,CA1242
550,BAR39853,2020-12-24,Puglia,Bari,No,0,PGA279207112,Silvio,Bianco,CA1300
551,NAP86019,2006-01-08,Campania,Naples,Yes,13,CPA395904763,Leonardo,Bruno,CA1288
552,LEC95819,2014-06-21,Puglia,Lecce,No,0,PGA792287253,Massimiliano,Santoro,CA1245
553,AVE34715,2010-01-20,Campania,Avellino,No,0,CPA601642229,Leonardo,Costa,CA1276
554,CAT61925,2017-05-01,Calabria,Catanzaro,No,0,CLA621575137,Paola,Ricci,CA140
555,VIT96811,2002-07-10,Sicily,Vittoria,Yes,6,SCY290574675,Noemi,Greco,CA988
556,AVE20659,2011-03-23,Campania,Avellino,Yes,17,CPA803351590,Elena,Battaglia,CA1427
557,COR80693,2016-01-08,Calabria,Corigliano-Rossano,Yes,1,CLA16059180,Aldo,De Santis,CA1098
558,AVE04145,2001-07-06,Campania,Avellino,No,0,CPA442012504,Cosimo,Santoro,CA1506
559,VIT44389,2011-03-13,Sicily,Vittoria,Yes,13,SCY414998751,Dario,Greco,CA1598
560,MON04056,2016-05-24,Calabria,Montalto Uffugo,Yes,8,CLA801484273,Tommaso,Giordano,CA192
561,CAT64489,2000-04-16,Calabria,Catanzaro,No,0,CLA199997664,Donatella,Monti,CA335
562,SAL74140,2007-01-26,Campania,Salerno,Yes,11,CPA357804814,Nicoletta,Guerra,CA539
563,SAL53322,2015-05-06,Campania,Salerno,Yes,9,CPA474137789,Renato,Lombardo,CA81
564,SAL07882,2005-04-26,Campania,Salerno,Yes,9,CPA302029376,Fabrizio,Donati,CA1185
565,BEN58845,2022-03-14,Campania,Benevento,No,0,CPA606035506,Gioia,Bruno,CA698
566,MES35613,2006-05-23,Sicily,Messina,No,0,SCY718545516,Federico,Greco,CA1808
567,REG21798,2016-08-01,Calabria,Reggio Calabria,No,0,CLA416929600,Vittoria,Greco,CA760
568,AVE77283,2008-10-26,Campania,Avellino,No,0,CPA951630409,Ludovica,Bianchi,CA1721
569,NAP81401,2022-01-02,Campania,Naples,Yes,7,CPA690119718,Silvio,Pellegrino,CA474
570,BEN16332,2009-03-17,Campania,Benevento,No,0,CPA643159171,Giuliana,Palumbo,CA1947
571,CAS83862,2003-02-14,Calabria,Castrovillari,No,0,CLA125182224,Lucia,Carbone,CA172
572,TRA77190,2015-06-06,Sicily,Trapani,Yes,14,SCY507889496,Cristian,Silvestri,CA1183
573,REN66447,2006-05-15,Calabria,Rende,No,0,CLA314440711,Ernesto,Bianco,CA741
574,VIB03134,2015-01-11,Calabria,Vibo Valentia,Yes,14,CLA506638916,Vito,Ferraro,CA812
575,PAL75607,2020-05-28,Sicily,Palermo,Yes,2,SCY466151980,Ernesto,Romano,CA855
576,NAP48409,2004-12-08,Campania,Naples,No,0,CPA741753821,Emiliano,Bianchi,CA505
577,AVE94792,2015-08-15,Campania,Avellino,Yes,9,CPA820239724,Cecilia,Bianco,CA913
578,RAG88267,2021-12-18,Sicily,Ragusa,No,0,SCY830261722,Patrizio,Gallo,CA804
579,CAL68869,2019-10-20,Sicily,Caltanissetta,Yes,3,SCY426455115,Salvo,Santoro,CA173
580,CAL04553,2015-10-21,Sicily,Caltanissetta,No,0,SCY890657910,Cecilia,Barbieri,CA872
581,BAR26437,2000-07-30,Puglia,Bari,Yes,5,PGA678617442,Sergio,Rinaldi,CA34
582,REG92539,2019-06-08,Calabria,Reggio Calabria,Yes,14,CLA474775985,Fulvio,Santoro,CA1613
583,PAL60640,2020-07-13,Sicily,Palermo,No,0,SCY660206411,Felice,Moretti,CA1959
584,CAL98533,2003-01-23,Sicily,Caltanissetta,Yes,17,SCY430803565,Ezio,Santoro,CA1225
585,NAP68847,2007-10-07,Campania,Naples,Yes,10,CPA172524566,Giuliano,Bianco,CA1579
586,CAL83484,2000-02-02,Sicily,Caltanissetta,No,0,SCY707504206,Rosa,Monti,N/A
587,COR86174,2000-08-21,Calabria,Corigliano-Rossano,No,0,CLA257578991,Tiziano,Santoro,CA1558
588,CAL24781,2011-11-29,Sicily,Caltanissetta,No,0,SCY379981634,Tommaso,Santoro,CA1343
589,NAP68656,2016-06-29,Campania,Naples,No,0,CPA669470862,Ginevra,Palumbo,CA1874
590,TAR06603,2010-08-12,Puglia,Taranto,Yes,3,PGA464551025,Cristian,Vitale,CA1659
591,TRA25225,2001-11-12,Sicily,Trapani,Yes,5,SCY687619509,Vittoria,Bianco,CA1788
592,BEN56037,2003-09-03,Campania,Benevento,Yes,19,CPA625327495,Lavinia,Ricci,CA1289
593,CAL94786,2001-08-26,Sicily,Caltanissetta,No,0,SCY817917934,Roberto,Ruggiero,CA254
594,BAR35120,2000-05-02,Puglia,Bari,No,0,PGA539982754,Giovanni,Rossi,N/A
595,CAT56647,2021-11-05,Calabria,Catanzaro,No,0,CLA869017151,Diego,Santoro,CA1148
596,SYR78598,2007-11-26,Sicily,Syracuse,Yes,5,SCY86684603,Adele,Basile,CA313
597,TRA15693,2003-11-19,Sicily,Trapani,Yes,14,SCY219724939,Anna,Bianchi,CA1217
598,CAT71750,2007-05-31,Calabria,Catanzaro,Yes,3,CLA540216554,Stefano,Barbieri,CA140
599,REN28540,2016-05-02,Calabria,Rende,Yes,11,CLA80339429,Lucio,Russo,CA522
600,BEN32170,2005-06-02,Campania,Benevento,Yes,3,CPA713756393,Francesco,Moretti,CA1352
601,REG98389,2015-04-18,Calabria,Reggio Calabria,No,0,CLA489516787,Mario,Serra,CA1741
602,CRO03566,2019-02-17,Calabria,Crotone,No,0,CLA977828757,Bernardo,Ferrari,CA1772
603,COR22870,2006-12-31,Calabria,Corigliano-Rossano,No,0,CLA58721668,Mauro,Bruno,CA706
604,AVE83396,2001-06-02,Campania,Avellino,No,0,CPA772357760,Saverio,Rizzi,CA1781
605,MAR06622,2016-07-13,Sicily,Marsala,No,0,SCY3764591,Tommaso,Bianco,CA1007
606,FOG61083,2005-10-28,Puglia,Foggia,No,0,PGA894936441,Antonello,Ferrara,CA1632
607,FOG67712,2009-02-05,Puglia,Foggia,No,0,PGA685585623,Gaia,Rossi,CA167
608,CAL52728,2002-08-22,Sicily,Caltanissetta,No,0,SCY752064300,Nicola,Sartori,CA947
609,LAM76764,2009-07-21,Calabria,Lamezia Terme,No,0,CLA374372058,Diego,Marchetti,CA865
610,LAM91024,2011-06-06,Calabria,Lamezia Terme,No,0,CLA189817977,Lucio,Bruno,CA1097
611,AVE06272,2011-08-23,Campania,Avellino,Yes,11,CPA426499540,Alessio,De Luca,CA184
612,BAR74433,2012-11-16,Puglia,Bari,Yes,18,PGA437411018,Riccardo,Gallo,CA1264
613,BEN29790,2000-02-02,Campania,Benevento,No,0,CPA864791592,Daniele,Guerra,CA1289
614,GEL39867,2015-04-26,Sicily,Gela,No,0,SCY310735679,Lapo,Donati,CA1042
615,LAM12285,2018-02-20,Calabria,Lamezia Terme,No,0,CLA741326085,Felice,Milani,CA381
616,CAS46906,2001-12-09,Campania,Caserta,Yes,13,CPA959333353,Daniele,Bianchi,CA491
617,AVE83023,2014-09-06,Campania,Avellino,Yes,10,CPA510691981,Alfredo,Villa,CA322
618,TAR18099,2000-09-01,Puglia,Taranto,No,0,PGA626877494,Edoardo,Russo,CA1992
619,CAT52696,2010-11-23,Sicily,Catania,Yes,15,SCY608323551,Leonardo,Testa,CA582
620,TRA51633,2008-10-09,Sicily,Trapani,No,0,SCY850027511,Silvia,Mariani,CA403
621,MON70091,2003-07-14,Calabria,Montalto Uffugo,No,0,CLA676245804,Maurizio,Santoro,CA1544
622,LAM62335,2002-07-07,Calabria,Lamezia Terme,Yes,2,CLA988757140,Marcello,Orlando,CA249
623,CRO06449,2017-12-13,Calabria,Crotone,No,0,CLA590964248,Luigi,Bianco,CA50
624,CRO38665,2010-07-20,Calabria,Crotone,Yes,18,CLA0201663,Giulio,Valentini,CA50
625,CAS93109,2020-02-11,Campania,Caserta,No,0,CPA105737859,Ernesto,Bruno,CA274
626,CAS21878,2006-12-07,Campania,Caserta,No,0,CPA325132911,Chiara,Bruno,CA1481
627,CAS49234,2021-09-10,Calabria,Castrovillari,No,0,CLA980612656,Maurizio,De Luca,CA125
628,MON37345,2011-01-25,Calabria,Montalto Uffugo,Yes,1,CLA182100736,Marcello,Caputo,CA1965
629,REG89520,2015-03-12,Calabria,Reggio Calabria,Yes,8,CLA172009155,Elio,Villa,CA359
630,COS69162,2013-09-12,Calabria,Cosenza,Yes,18,CLA397432565,Erica,Vitali,CA1000
631,AVE20260,2000-07-04,Campania,Avellino,No,0,CPA876814831,Samuele,De Luca,CA1850
632,SAL30126,2006-09-24,Campania,Salerno,No,0,CPA331065872,Fabrizio,Bellini,CA1994
633,LEC73210,2018-03-04,Puglia,Lecce,Yes,17,PGA549447578,Camillo,Giordano,CA1123
634,AVE78653,2010-04-17,Campania,Avellino,No,0,CPA333732852,Zeno,Pellegrini,CA448
635,COS40511,2016-08-21,Calabria,Cosenza,No,0,CLA380154034,Giulio,Costantini,CA1292
636,MES52593,2006-02-23,Sicily,Messina,No,0,SCY520201317,Carlo,Rossi,CA1808
637,FOG18234,2018-05-27,Puglia,Foggia,No,0,PGA225104798,Luca,Marino,CA905
638,SAL39674,2008-08-21,Campania,Salerno,Yes,3,CPA831900237,Bernardo,Greco,CA1499
639,LAM22005,2004-05-18,Calabria,Lamezia Terme,Yes,5,CLA293997171,Fabiana,Colombo,CA1595
640,SAL04602,2019-04-10,Campania,Salerno,No,0,CPA695931455,Nicola,Villa,CA1978
641,SYR41649,2022-02-24,Sicily,Syracuse,Yes,19,SCY761061484,Walter,Marchetti,CA1383
642,BEN03460,2015-04-15,Campania,Benevento,No,0,CPA251434323,Salvatore,Bruno,CA419
643,SAL28396,2014-10-17,Campania,Salerno,No,0,CPA672892270,Aldo,Mazza,CA1058
644,BEN36696,2008-03-08,Campania,Benevento,No,0,CPA815424929,Stella,Greco,CA1548
645,COS55224,2004-08-23,Calabria,Cosenza,No,0,CLA249212898,Federico,Basile,CA1719
646,LAM05672,2004-05-12,Calabria,Lamezia Terme,Yes,16,CLA945508937,Corrado,Pellegrini,CA1219
647,MAR34551,2010-06-06,Sicily,Marsala,Yes,19,SCY409246759,Walter,Martini,CA415
648,CAS82260,2018-05-15,Campania,Caserta,Yes,9,CPA175550084,Fulvio,Benedetti,CA231
649,TRA11227,2015-07-23,Sicily,Trapani,Yes,4,SCY654063020,Azzurra,Costa,CA1355
650,VIB29034,2020-03-09,Calabria,Vibo Valentia,Yes,1,CLA16946084,Silvio,Giuliani,CA1286
651,AVE93398,2016-09-29,Campania,Avellino,Yes,3,CPA102855399,Vincenzo,Greco,CA772
652,CRO25999,2004-04-09,Calabria,Crotone,No,0,CLA893742031,Raffaele,Gatti,CA518
653,CAS42347,2009-05-05,Campania,Caserta,Yes,10,CPA774298844,Umberto,Vitale,CA1657
654,VIB80603,2003-11-03,Calabria,Vibo Valentia,Yes,10,CLA675592337,Angelo,Fontana,CA1181
655,CAS16588,2016-02-24,Calabria,Castrovillari,No,0,CLA256970771,Andrea,Pellegrino,CA1075
656,AVE22610,2000-01-10,Campania,Avellino,No,0,CPA290984256,Stella,Greco,N/A
657,MON76231,2012-05-21,Calabria,Montalto Uffugo,No,0,CLA747026492,Angelo,Ferrari,CA1015
658,CRO93118,2004-07-25,Calabria,Crotone,No,0,CLA930955621,Ludovico,De Luca,CA1216
659,CAS03296,2005-08-22,Campania,Caserta,Yes,1,CPA393732003,Alessandro,Rossi,CA701
660,CAS49604,2000-07-26,Campania,Caserta,No,0,CPA737370593,Saverio,Rossi,CA139
661,REN85043,2006-03-13,Calabria,Rende,No,0,CLA620811191,Tiziano,Bruno,CA1780
662,TRA94092,2006-10-30,Sicily,Trapani,Yes,3,SCY226005113,Claudia,Bianco,CA590
663,AVE88734,2005-10-22,Campania,Avellino,No,0,CPA180465228,Erica,Riva,CA859
664,AVE06868,2019-01-22,Campania,Avellino,Yes,6,CPA891539328,Saverio,Giordano,CA1652
665,VIB21806,2015-07-10,Calabria,Vibo Valentia,No,0,CLA408480856,Tullio,Montanari,CA823
666,AVE58447,2001-12-09,Campania,Avellino,Yes,9,CPA592084918,Ginevra,De Santis,CA1781
667,CRO44198,2019-05-18,Calabria,Crotone,Yes,8,CLA908635182,Saverio,Rossetti,CA5
668,SAL33507,2006-12-24,Campania,Salerno,No,0,CPA745514470,Fausto,Carbone,CA1186
669,SYR69861,2013-07-01,Sicily,Syracuse,No,0,SCY391608513,Beatrice,Marini,CA1751
670,LAM22002,2000-08-06,Calabria,Lamezia Terme,No,0,CLA293845330,Cosimo,Santoro,CA1324
671,ACR00208,2013-10-08,Calabria,Acri,Yes,11,CLA901404548,Corrado,Marini,CA1839
672,NAP46167,2021-03-13,Campania,Naples,No,0,CPA876600896,Aldo,Bellini,CA456
673,REN44106,2001-10-05,Calabria,Rende,No,0,CLA954368191,Giovanni,Sanna,CA1966
674,AVE87022,2015-08-26,Campania,Avellino,No,0,CPA971697753,Rita,Greco,CA506
675,SAL49337,2013-01-31,Campania,Salerno,Yes,8,CPA843164849,Tiziano,Romano,CA1943
676,MAR50014,2014-02-18,Sicily,Marsala,No,0,SCY566294026,Claudio,Longo,CA1977
677,COR11386,2004-06-17,Calabria,Corigliano-Rossano,No,0,CLA855077410,Sabina,Rossi,CA1258
678,BEN46871,2010-02-15,Campania,Benevento,Yes,17,CPA395198828,Flavia,Greco,CA852
679,SAL70525,2018-08-24,Campania,Salerno,Yes,4,CPA252721485,Fabiana,Bruno,CA800
680,ACR72235,2002-12-20,Calabria,Acri,Yes,16,CLA366060800,Giulio,Bruno,CA1465
681,CAT14991,2011-08-03,Calabria,Catanzaro,No,0,CLA66273679,Carlo,Bruno,CA1386
682,NAP30316,2004-03-10,Campania,Naples,Yes,18,CPA226037108,Adriano,Galli,CA1288
683,VIB06409,2020-06-08,Calabria,Vibo Valentia,Yes,1,CLA135290882,Vincenzo,Caputo,CA651
684,BEN54072,2018-12-15,Campania,Benevento,Yes,15,CPA657363335,Filippo,Ferraro,CA419
685,CAT67012,2007-12-14,Calabria,Catanzaro,No,0,CLA277883772,Lorenzo,Russo,CA544
686,NAP80093,2006-01-20,Campania,Naples,Yes,5,CPA910348962,Eva,Greco,CA1288
687,CRO10353,2013-02-22,Calabria,Crotone,Yes,3,CLA916302025,Giovanni,Bruno,CA968
688,MES52338,2014-10-20,Sicily,Messina,Yes,9,SCY288345719,Umberto,Damico,CA402
689,REG38859,2009-02-11,Calabria,Reggio Calabria,Yes,9,CLA215351352,Augusto,De Luca,CA289
690,NAP51405,2004-03-12,Campania,Naples,No,0,CPA218933107,Federico,Vitale,CA1288
691,COR88962,2009-02-22,Calabria,Corigliano-Rossano,No,0,CLA521717605,Tommaso,Caputo,CA1630
692,AND80584,2009-09-12,Puglia,Andria,Yes,5,PGA984432924,Tommaso,Bianchi,CA325
693,NAP73395,2000-12-14,Campania,Naples,Yes,12,CPA769756254,Samuele,Marini,CA636
694,AVE66585,2007-06-13,Campania,Avellino,No,0,CPA707670666,Federico,Gatti,CA877
695,NAP88768,2001-05-23,Campania,Naples,No,0,CPA823625632,Davide,Caputo,CA565
696,AVE48725,2016-02-27,Campania,Avellino,No,0,CPA672093634,Carlotta,Bruno,CA1710
697,CRO74534,2015-11-09,Calabria,Crotone,Yes,2,CLA673011443,Nicoletta,Bruno,CA1162
698,VIB41452,2009-05-18,Calabria,Vibo Valentia,Yes,13,CLA204148303,Daniele,Ferrari,CA326
699,COS27943,2015-06-02,Calabria,Cosenza,Yes,13,CLA687638352,Patrizio,Neri,CA1705
700,MES18667,2007-11-26,Sicily,Messina,Yes,11,SCY861975001,Federica,Bruno,CA372
701,RAG36529,2002-11-30,Sicily,Ragusa,Yes,15,SCY73450953,Valentino,Santoro,CA1306
702,AVE39696,2004-08-24,Campania,Avellino,No,0,CPA519585544,Gioele,Parisi,CA444
703,CAT00107,2006-06-17,Calabria,Catanzaro,Yes,17,CLA681501311,Barbara,Russo,CA1488
704,BAR71125,2020-12-09,Puglia,Bari,No,0,PGA201380606,Fabrizio,Martini,CA432
705,TRA06552,2003-11-23,Sicily,Trapani,No,0,SCY832296127,Sergio,Romano,CA240
706,BEN81473,2019-11-24,Campania,Benevento,Yes,9,CPA71079761,Simone,Gallo,CA1921
707,MAR60728,2007-08-20,Sicily,Marsala,Yes,13,SCY415678688,Raffaele,Valentini,CA1960
708,CAS24622,2014-11-08,Campania,Caserta,Yes,17,CPA140574507,Ruggero,Martini,CA1101
709,ACR31683,2001-09-08,Calabria,Acri,Yes,14,CLA265471900,Domenico,Greco,CA1829
710,BEN14151,2006-03-30,Campania,Benevento,Yes,8,CPA539785059,Paolo,Barbieri,CA780
711,CAS87895,2021-10-07,Campania,Caserta,No,0,CPA441909020,Rosa,Russo,CA1314
712,NAP97834,2006-08-14,Campania,Naples,No,0,CPA703541343,Francesco,Costa,CA636
713,COS07159,2005-02-18,Calabria,Cosenza,No,0,CLA188779765,Giuliano,Bianco,CA380
714,LAM96509,2009-07-25,Calabria,Lamezia Terme,Yes,4,CLA417886323,Pasquale,Ferrari,CA633
715,SAL82892,2001-04-21,Campania,Salerno,No,0,CPA541460200,Benedetta,Rossi,CA1186
716,ACR90066,2020-02-21,Calabria,Acri,No,0,CLA279190571,Sabina,Lombardi,CA296
717,CAT24774,2017-12-22,Calabria,Catanzaro,Yes,13,CLA451836966,Erica,Greco,CA1844
718,REN70662,2011-12-05,Calabria,Rende,No,0,CLA209598518,Michele,Bianco,CA729
719,BEN84811,2006-02-08,Campania,Benevento,No,0,CPA407896145,Adriano,Fabbri,CA1213
720,CRO40639,2018-07-07,Calabria,Crotone,No,0,CLA371628736,Paola,Mazza,CA1480
721,CAT17700,2010-02-27,Sicily,Catania,No,0,SCY58996020,Simona,Greco,CA1894
722,CAS11332,2020-05-01,Campania,Caserta,Yes,11,CPA848189883,Valentino,Lombardi,CA598
723,CAT33505,2009-04-24,Calabria,Catanzaro,No,0,CLA949309430,Fulvio,Bianco,CA544
724,MAR05101,2020-09-27,Sicily,Marsala,No,0,SCY599952637,Flavia,Bruno,CA459
725,SAL56127,2004-07-05,Campania,Salerno,Yes,18,CPA136441032,Guido,Greco,CA188
726,SYR41891,2012-07-10,Sicily,Syracuse,No,0,SCY746864017,Gioia,Bruno,CA1382
727,VIB12369,2015-12-22,Calabria,Vibo Valentia,Yes,1,CLA576018737,Lavinia,Bernardi,CA351
728,CRO26659,2019-08-06,Calabria,Crotone,Yes,6,CLA292049923,Marco,Bianchi,CA423
729,BEN60715,2001-12-31,Campania,Benevento,No,0,CPA330425287,Antonello,Morelli,CA563
730,NAP59992,2011-04-03,Campania,Naples,Yes,1,CPA364232222,Silvio,Ferrari,CA1117
731,CAS85121,2021-07-08,Calabria,Castrovillari,No,0,CLA643417415,Raffaele,Donati,CA617
732,NAP07914,2015-03-14,Campania,Naples,Yes,3,CPA416492041,Patrizio,Carbone,CA891
733,BEN93352,2005-10-16,Campania,Benevento,No,0,CPA338180708,Rita,Bruno,CA1921
734,VIB65954,2011-08-01,Calabria,Vibo Valentia,No,0,CLA957472646,Erica,Giordano,CA937
735,AVE64612,2006-09-29,Campania,Avellino,Yes,2,CPA872044080,Salvatore,Damico,CA374
736,VIB14022,2002-03-24,Calabria,Vibo Valentia,No,0,CLA304505286,Elena,Vitali,CA378
737,AVE27845,2009-08-25,Campania,Avellino,No,0,CPA378117840,Aldo,Fontana,CA534
738,CAS82426,2016-06-18,Calabria,Castrovillari,Yes,6,CLA186851507,Giulia,Rizzo,CA529
739,MAR61676,2009-06-15,Sicily,Marsala,No,0,SCY165935649,Ferdinando,Ferrari,CA99
740,NAP85355,2009-11-28,Campania,Naples,No,0,CPA421275843,Ferdinando,Palmieri,CA35
741,CAL77315,2003-12-17,Sicily,Caltanissetta,No,0,SCY321633652,Tommaso,Russo,CA120
742,COS13802,2021-02-05,Calabria,Cosenza,No,0,CLA610378162,Vittoria,Damico,CA1633
743,CAS38442,2007-08-05,Campania,Caserta,No,0,CPA175550084,Fulvio,Benedetti,CA808
744,CAS25280,2008-01-29,Campania,Caserta,Yes,14,CPA821825096,Marco,D'angelo,CA691
745,CAS20346,2014-12-19,Calabria,Castrovillari,No,0,CLA90458165,Ezio,Greco,CA1470
746,BEN09395,2006-12-22,Campania,Benevento,No,0,CPA258757905,Angelo,Bruno,CA629
747,BAR62534,2000-03-14,Puglia,Bari,No,0,PGA22519213,Ilaria,Bellini,N/A
748,CAL97205,2010-07-25,Sicily,Caltanissetta,No,0,SCY212792553,Rocco,Bianco,CA1730
749,ACR35769,2003-12-31,Calabria,Acri,No,0,CLA353348284,Matteo,Parisi,CA1829
750,RAG26555,2020-05-18,Sicily,Ragusa,No,0,SCY492683808,Alfredo,Giordano,CA1438
751,REN62823,2004-01-01,Calabria,Rende,No,0,CLA631412603,Lorenzo,Ferrari,CA1966
752,FOG68095,2004-10-18,Puglia,Foggia,Yes,2,PGA624489006,Diego,Villa,CA1761
753,BEN60286,2010-12-21,Campania,Benevento,No,0,CPA25793757,Alessia,Rizzo,CA1908
754,SAL61205,2004-05-25,Campania,Salerno,Yes,14,CPA669528217,Dario,Conti,CA1943
755,COS25778,2018-10-10,Calabria,Cosenza,Yes,9,CLA21590671,Raffaella,Greco,CA915
756,VIB76230,2009-08-30,Calabria,Vibo Valentia,Yes,1,CLA389823623,Domenico,Rizzo,CA1911
757,BEN67478,2014-08-15,Campania,Benevento,Yes,5,CPA478800366,Giulio,Greco,CA1661
758,SAL59152,2008-04-17,Campania,Salerno,Yes,15,CPA29138100,Sebastiano,Silvestri,CA207
759,VIT20367,2014-09-24,Sicily,Vittoria,Yes,14,SCY191266954,Giacomo,Orlando,CA1528
760,MON73063,2019-09-16,Calabria,Montalto Uffugo,Yes,15,CLA191912273,Costanza,Bruno,CA132
761,TAR63434,2007-10-12,Puglia,Taranto,No,0,PGA854811392,Corrado,Barbieri,CA149
762,AVE10623,2001-02-09,Campania,Avellino,Yes,6,CPA746439773,Barbara,Amato,CA1491
763,GEL85646,2001-02-28,Sicily,Gela,Yes,11,SCY217990491,Augusto,Palumbo,CA1621
764,NAP93430,2009-06-27,Campania,Naples,Yes,12,CPA26577817,Gioia,Martini,CA474
765,MAR15070,2019-03-30,Sicily,Marsala,No,0,SCY812044831,Luca,Bianchi,CA1722
766,RAG65403,2006-06-02,Sicily,Ragusa,No,0,SCY268634462,Alma,Ferrari,CA1464
767,CRO16911,2008-05-17,Calabria,Crotone,No,0,CLA542985092,Diego,Bruno,CA221
768,CAL51629,2016-06-21,Sicily,Caltanissetta,Yes,10,SCY475011263,Fausto,Lombardi,CA524
769,CAL32956,2008-01-17,Sicily,Caltanissetta,No,0,SCY999459902,Gaia,Santoro,CA1996
770,NAP18957,2012-02-09,Campania,Naples,No,0,CPA964484715,Elena,Ferrari,CA565
771,NAP37138,2021-02-12,Campania,Naples,Yes,11,CPA810527328,Silvio,Lombardi,CA1536
772,COS01534,2000-07-12,Calabria,Cosenza,No,0,CLA327446821,Bruno,Caputo,CA299
773,CAT71239,2014-08-27,Sicily,Catania,No,0,SCY151982715,Ginevra,Vitale,CA869
774,MON12454,2001-07-04,Calabria,Montalto Uffugo,Yes,5,CLA920975889,Cecilia,Bruno,CA101
775,CAS48706,2021-06-08,Campania,Caserta,No,0,CPA909397864,Salvo,Gatti,CA1481
776,CAT76093,2009-03-08,Calabria,Catanzaro,No,0,CLA524192452,Edoardo,Bruno,CA27
777,MES35082,2013-12-30,Sicily,Messina,Yes,1,SCY93043488,Raffaele,Fabbri,CA309
778,CAS18746,2020-03-27,Campania,Caserta,Yes,6,CPA926942277,Mattia,Gallo,CA691
779,TAR68381,2009-12-12,Puglia,Taranto,No,0,PGA88687973,Ilaria,De Santis,CA182
780,TRA87426,2018-02-26,Sicily,Trapani,No,0,SCY539337531,Diego,Bruno,CA1737
781,CAS90838,2013-03-23,Calabria,Castrovillari,No,0,CLA718000796,Vittorio,Longo,CA1151
782,CRO39728,2008-06-07,Calabria,Crotone,Yes,14,CLA932300248,Dario,Greco,CA1017
783,PAL76962,2011-12-19,Sicily,Palermo,Yes,18,SCY907718893,Serena,Santoro,CA990
784,REN43331,2019-01-07,Calabria,Rende,No,0,CLA830848911,Augusto,Bruno,CA1431
785,REN61196,2020-07-07,Calabria,Rende,No,0,CLA510767106,Sebastiano,Greco,CA1937
786,MES63215,2020-02-21,Sicily,Messina,Yes,9,SCY954574495,Roberta,Greco,CA646
787,CRO88683,2014-09-12,Calabria,Crotone,No,0,CLA890562770,Rossana,Santoro,CA1135
788,CAL88468,2012-02-10,Sicily,Caltanissetta,No,0,SCY246742742,Cecilia,Bruno,CA1862
789,COS81474,2022-04-04,Calabria,Cosenza,Yes,19,CLA686823754,Francesca,Martinelli,CA1203
790,CAS24063,2011-09-10,Campania,Caserta,No,0,CPA839672773,Mirco,Santoro,CA1760
791,AVE59352,2016-12-11,Campania,Avellino,No,0,CPA392379587,Emilia,Santoro,CA1746
792,SAL03623,2010-03-09,Campania,Salerno,No,0,CPA623768613,Camilla,Bruno,CA464
793,SAL21067,2020-07-12,Campania,Salerno,Yes,14,CPA670107046,Alessandro,Milani,CA1766
794,MON44182,2006-03-25,Calabria,Montalto Uffugo,Yes,11,CLA847805614,Camillo,Ferrari,CA987
795,MON64545,2021-06-19,Calabria,Montalto Uffugo,Yes,19,CLA576006324,Riccardo,Greco,CA1573
796,AND40183,2016-06-13,Puglia,Andria,No,0,PGA414394903,Niccolo,Mancini,CA1707
797,AVE05815,2020-12-09,Campania,Avellino,Yes,18,CPA216662122,Giacomo,Bruno,CA187
798,COR66343,2012-03-14,Calabria,Corigliano-Rossano,No,0,CLA826164653,Vincenzo,D'amico,CA1239
799,FOG83637,2012-09-11,Puglia,Foggia,No,0,PGA118998470,Riccardo,Ferrara,CA905
800,LAM43445,2005-01-15,Calabria,Lamezia Terme,Yes,7,CLA495968923,Mario,Bianco,CA1445
801,BEN30283,2012-05-24,Campania,Benevento,No,0,CPA616662359,Claudio,Bruno,CA563
802,REN96082,2003-07-14,Calabria,Rende,No,0,CLA202686095,Giulio,Monti,CA912
803,VIT34643,2013-01-30,Sicily,Vittoria,No,0,SCY953697575,Vincenzo,Santoro,CA1989
804,RAG67212,2019-06-15,Sicily,Ragusa,Yes,12,SCY807586389,Walter,Santoro,CA1014
805,RAG28584,2019-07-18,Sicily,Ragusa,No,0,SCY535326030,Fulvio,Russo,CA343
806,NAP37027,2002-08-10,Campania,Naples,Yes,15,CPA546840371,Massimo,Santoro,CA1288
807,BEN16287,2012-05-04,Campania,Benevento,Yes,8,CPA774712293,Vittoria,Greco,CA1997
808,NAP53030,2018-07-04,Campania,Naples,No,0,CPA832674093,Giorgia,Greco,CA861
