,Raid_ID,Date,Region,City,Successful,Arrests,Lead_Officer_ID,First_Name,Last_Name
592,BEN56037,2003-09-03,Campania,Benevento,Yes,19,CPA625327495,Lavinia,Ricci
593,CAL94786,2001-08-26,Sicily,Caltanissetta,No,0,SCY817917934,Roberto,Ruggiero
594,BAR35120,2000-05-02,Puglia,Bari,No,0,PGA539982754,Giovanni,Rossi
595,CAT56647,2021-11-05,Calabria,Catanzaro,No,0,CLA869017151,Diego,Santoro
596,SYR78598,2007-11-26,Sicily,Syracuse,Yes,5,SCY86684603,Adele,Basile
597,TRA15693,2003-11-19,Sicily,Trapani,Yes,14,SCY219724939,Anna,Bianchi
598,CAT71750,2007-05-31,Calabria,Catanzaro,Yes,3,CLA540216554,Stefano,Barbieri
599,REN28540,2016-05-02,Calabria,Rende,Yes,11,CLA80339429,Lucio,Russo
600,BEN32170,2005-06-02,Campania,Benevento,Yes,3,CPA713756393,Francesco,Moretti
601,REG98389,2015-04-18,Calabria,Reggio Calabria,No,0,CLA489516787,Mario,Serra
602,CRO03566,2019-02-17,Calabria,Crotone,No,0,CLA977828757,Bernardo,Ferrari
603,COR22870,2006-12-31,Calabria,Corigliano-Rossano,No,0,CLA58721668,Mauro,Bruno
604,AVE83396,2001-06-02,Campania,Avellino,No,0,CPA772357760,Saverio,Rizzi
605,MAR06622,2016-07-13,Sicily,Marsala,No,0,SCY3764591,Tommaso,Bianco
606,FOG61083,2005-10-28,Puglia,Foggia,No,0,PGA894936441,Antonello,Ferrara
607,FOG67712,2009-02-05,Puglia,Foggia,No,0,PGA685585623,Gaia,Rossi
608,CAL52728,2002-08-22,Sicily,Caltanissetta,No,0,SCY752064300,Nicola,Sartori
609,LAM76764,2009-07-21,Calabria,Lamezia Terme,No,0,CLA374372058,Diego,Marchetti
610,LAM91024,2011-06-06,Calabria,Lamezia Terme,No,0,CLA189817977,Lucio,Bruno
611,AVE06272,2011-08-23,Campania,Avellino,Yes,11,CPA426499540,Alessio,De Luca
612,BAR74433,2012-11-16,Puglia,Bari,Yes,18,PGA437411018,Riccardo,Gallo
613,BEN29790,2000-02-02,Campania,Benevento,No,0,CPA864791592,Daniele,Guerra
614,GEL39867,2015-04-26,Sicily,Gela,No,0,SCY310735679,Lapo,Donati
615,LAM12285,2018-02-20,Calabria,Lamezia Terme,No,0,CLA741326085,Felice,Milani
616,CAS46906,2001-12-09,Campania,Caserta,Yes,13,CPA959333353,Daniele,Bianchi
617,AVE83023,2014-09-06,Campania,Avellino,Yes,10,CPA510691981,Alfredo,Villa
618,TAR18099,2000-09-01,Puglia,Taranto,No,0,PGA626877494,Edoardo,Russo
619,CAT52696,2010-11-23,Sicily,Catania,Yes,15,SCY608323551,Leonardo,Testa
620,TRA51633,2008-10-09,Sicily,Trapani,No,0,SCY850027511,Silvia,Mariani
621,MON70091,2003-07-14,Calabria,Montalto Uffugo,No,0,CLA676245804,Maurizio,Santoro
622,LAM62335,2002-07-07,Calabria,Lamezia Terme,Yes,2,CLA988757140,Marcello,Orlando
623,CRO06449,2017-12-13,Calabria,Crotone,No,0,CLA590964248,Luigi,Bianco
624,CRO38665,2010-07-20,Calabria,Crotone,Yes,18,CLA0201663,Giulio,Valentini
625,CAS93109,2020-02-11,Campania,Caserta,No,0,CPA105737859,Ernesto,Bruno
626,CAS21878,2006-12-07,Campania,Caserta,No,0,CPA325132911,Chiara,Bruno
627,CAS49234,2021-09-10,Calabria,Castrovillari,No,0,CLA980612656,Maurizio,De Luca
628,MON37345,2011-01-25,Calabria,Montalto Uffugo,Yes,1,CLA182100736,Marcello,Caputo
629,REG89520,2015-03-12,Calabria,Reggio Calabria,Yes,8,CLA172009155,Elio,Villa
630,COS69162,2013-09-12,Calabria,Cosenza,Yes,18,CLA397432565,Erica,Vitali
631,AVE20260,2000-07-04,Campania,Avellino,No,0,CPA876814831,Samuele,De Luca
632,SAL30126,2006-09-24,Campania,Salerno,No,0,CPA331065872,Fabrizio,Bellini
633,LEC73210,2018-03-04,Puglia,Lecce,Yes,17,PGA549447578,Camillo,Giordano
634,AVE78653,2010-04-17,Campania,Avellino,No,0,CPA333732852,Zeno,Pellegrini
635,COS40511,2016-08-21,Calabria,Cosenza,No,0,CLA380154034,Giulio,Costantini
636,MES52593,2006-02-23,Sicily,Messina,No,0,SCY520201317,Carlo,Rossi
637,FOG18234,2018-05-27,Puglia,Foggia,No,0,PGA225104798,Luca,Marino
638,SAL39674,2008-08-21,Campania,Salerno,Yes,3,CPA831900237,Bernardo,Greco
639,LAM22005,2004-05-18,Calabria,Lamezia Terme,Yes,5,CLA293997171,Fabiana,Colombo
640,SAL04602,2019-04-10,Campania,Salerno,No,0,CPA695931455,Nicola,Villa
641,SYR41649,2022-02-24,Sicily,Syracuse,Yes,19,SCY761061484,Walter,Marchetti
642,BEN03460,2015-04-15,Campania,Benevento,No,0,CPA251434323,Salvatore,Bruno
643,SAL28396,2014-10-17,Campania,Salerno,No,0,CPA672892270,Aldo,Mazza
644,BEN36696,2008-03-08,Campania,Benevento,No,0,CPA815424929,Stella,Greco
645,COS55224,2004-08-23,Calabria,Cosenza,No,0,CLA249212898,Federico,Basile
646,LAM05672,2004-05-12,Calabria,Lamezia Terme,Yes,16,CLA945508937,Corrado,Pellegrini
647,MAR34551,2010-06-06,Sicily,Marsala,Yes,19,SCY409246759,Walter,Martini
648,CAS82260,2018-05-15,Campania,Caserta,Yes,9,CPA175550084,Fulvio,Benedetti
649,TRA11227,2015-07-23,Sicily,Trapani,Yes,4,SCY654063020,Azzurra,Costa
650,VIB29034,2020-03-09,Calabria,Vibo Valentia,Yes,1,CLA16946084,Silvio,Giuliani
651,AVE93398,2016-09-29,Campania,Avellino,Yes,3,CPA102855399,Vincenzo,Greco
652,CRO25999,2004-04-09,Calabria,Crotone,No,0,CLA893742031,Raffaele,Gatti
653,CAS42347,2009-05-05,Campania,Caserta,Yes,10,CPA774298844,Umberto,Vitale
654,VIB80603,2003-11-03,Calabria,Vibo Valentia,Yes,10,CLA675592337,Angelo,Fontana
655,CAS16588,2016-02-24,Calabria,Castrovillari,No,0,CLA256970771,Andrea,Pellegrino
656,AVE22610,2000-01-10,Campania,Avellino,No,0,CPA290984256,Stella,Greco
657,MON76231,2012-05-21,Calabria,Montalto Uffugo,No,0,CLA747026492,Angelo,Ferrari
658,CRO93118,2004-07-25,Calabria,Crotone,No,0,CLA930955621,Ludovico,De Luca
659,CAS03296,2005-08-22,Campania,Caserta,Yes,1,CPA393732003,Alessandro,Rossi
660,CAS49604,2000-07-26,Campania,Caserta,No,0,CPA737370593,Saverio,Rossi
661,REN85043,2006-03-13,Calabria,Rende,No,0,CLA620811191,Tiziano,Bruno
662,TRA94092,2006-10-30,Sicily,Trapani,Yes,3,SCY226005113,Claudia,Bianco
663,AVE88734,2005-10-22,Campania,Avellino,No,0,CPA180465228,Erica,Riva
664,AVE06868,2019-01-22,Campania,Avellino,Yes,6,CPA891539328,Saverio,Giordano
665,VIB21806,2015-07-10,Calabria,Vibo Valentia,No,0,CLA408480856,Tullio,Montanari
666,AVE58447,2001-12-09,Campania,Avellino,Yes,9,CPA592084918,Ginevra,De Santis
667,CRO44198,2019-05-18,Calabria,Crotone,Yes,8,CLA908635182,Saverio,Rossetti
668,SAL33507,2006-12-24,Campania,Salerno,No,0,CPA745514470,Fausto,Carbone
669,SYR69861,2013-07-01,Sicily,Syracuse,No,0,SCY391608513,Beatrice,Marini
670,LAM22002,2000-08-06,Calabria,Lamezia Terme,No,0,CLA293845330,Cosimo,Santoro
671,ACR00208,2013-10-08,Calabria,Acri,Yes,11,CLA901404548,Corrado,Marini
672,NAP46167,2021-03-13,Campania,Naples,No,0,CPA876600896,Aldo,Bellini
673,REN44106,2001-10-05,Calabria,Rende,No,0,CLA954368191,Giovanni,Sanna
674,AVE87022,2015-08-26,Campania,Avellino,No,0,CPA971697753,Rita,Greco
675,SAL49337,2013-01-31,Campania,Salerno,Yes,8,CPA843164849,Tiziano,Romano
676,MAR50014,2014-02-18,Sicily,Marsala,No,0,SCY566294026,Claudio,Longo
677,COR11386,2004-06-17,Calabria,Corigliano-Rossano,No,0,CLA855077410,Sabina,Rossi
678,BEN46871,2010-02-15,Campania,Benevento,Yes,17,CPA395198828,Flavia,Greco
679,SAL70525,2018-08-24,Campania,Salerno,Yes,4,CPA252721485,Fabiana,Bruno
680,ACR72235,2002-12-20,Calabria,Acri,Yes,16,CLA366060800,Giulio,Bruno
681,CAT14991,2011-08-03,Calabria,Catanzaro,No,0,CLA66273679,Carlo,Bruno
682,NAP30316,2004-03-10,Campania,Naples,Yes,18,CPA226037108,Adriano,Galli
683,VIB06409,2020-06-08,Calabria,Vibo Valentia,Yes,1,CLA135290882,Vincenzo,Caputo
684,BEN54072,2018-12-15,Campania,Benevento,Yes,15,CPA657363335,Filippo,Ferraro
685,CAT67012,2007-12-14,Calabria,Catanzaro,No,0,CLA277883772,Lorenzo,Russo
686,NAP80093,2006-01-20,Campania,Naples,Yes,5,CPA910348962,Eva,Greco
687,CRO10353,2013-02-22,Calabria,Crotone,Yes,3,CLA916302025,Giovanni,Bruno
688,MES52338,2014-10-20,Sicily,Messina,Yes,9,SCY288345719,Umberto,Damico
689,REG38859,2009-02-11,Calabria,Reggio Calabria,Yes,9,CLA215351352,Augusto,De Luca
690,NAP51405,2004-03-12,Campania,Naples,No,0,CPA218933107,Federico,Vitale
691,COR88962,2009-02-22,Calabria,Corigliano-Rossano,No,0,CLA521717605,Tommaso,Caputo
692,AND80584,2009-09-12,Puglia,Andria,Yes,5,PGA984432924,Tommaso,Bianchi
693,NAP73395,2000-12-14,Campania,Naples,Yes,12,CPA769756254,Samuele,Marini
694,AVE66585,2007-06-13,Campania,Avellino,No,0,CPA707670666,Federico,Gatti
695,NAP88768,2001-05-23,Campania,Naples,No,0,CPA823625632,Davide,Caputo
696,AVE48725,2016-02-27,Campania,Avellino,No,0,CPA672093634,Carlotta,Bruno
697,CRO74534,2015-11-09,Calabria,Crotone,Yes,2,CLA673011443,Nicoletta,Bruno
698,VIB41452,2009-05-18,Calabria,Vibo Valentia,Yes,13,CLA204148303,Daniele,Ferrari
699,COS27943,2015-06-02,Calabria,Cosenza,Yes,13,CLA687638352,Patrizio,Neri
700,MES18667,2007-11-26,Sicily,Messina,Yes,11,SCY861975001,Federica,Bruno
701,RAG36529,2002-11-30,Sicily,Ragusa,Yes,15,SCY73450953,Valentino,Santoro
702,AVE39696,2004-08-24,Campania,Avellino,No,0,CPA519585544,Gioele,Parisi
703,CAT00107,2006-06-17,Calabria,Catanzaro,Yes,17,CLA681501311,Barbara,Russo
704,BAR71125,2020-12-09,Puglia,Bari,No,0,PGA201380606,Fabrizio,Martini
705,TRA06552,2003-11-23,Sicily,Trapani,No,0,SCY832296127,Sergio,Romano
706,BEN81473,2019-11-24,Campania,Benevento,Yes,9,CPA71079761,Simone,Gallo
707,MAR60728,2007-08-20,Sicily,Marsala,Yes,13,SCY415678688,Raffaele,Valentini
708,CAS24622,2014-11-08,Campania,Caserta,Yes,17,CPA140574507,Ruggero,Martini
709,ACR31683,2001-09-08,Calabria,Acri,Yes,14,CLA265471900,Domenico,Greco
710,BEN14151,2006-03-30,Campania,Benevento,Yes,8,CPA539785059,Paolo,Barbieri
711,CAS87895,2021-10-07,Campania,Caserta,No,0,CPA441909020,Rosa,Russo
712,NAP97834,2006-08-14,Campania,Naples,No,0,CPA703541343,Francesco,Costa
713,COS07159,2005-02-18,Calabria,Cosenza,No,0,CLA188779765,Giuliano,Bianco
714,LAM96509,2009-07-25,Calabria,Lamezia Terme,Yes,4,CLA417886323,Pasquale,Ferrari
715,SAL82892,2001-04-21,Campania,Salerno,No,0,CPA541460200,Benedetta,Rossi
716,ACR90066,2020-02-21,Calabria,Acri,No,0,CLA279190571,Sabina,Lombardi
717,CAT24774,2017-12-22,Calabria,Catanzaro,Yes,13,CLA451836966,Erica,Greco
718,REN70662,2011-12-05,Calabria,Rende,No,0,CLA209598518,Michele,Bianco
719,BEN84811,2006-02-08,Campania,Benevento,No,0,CPA407896145,Adriano,Fabbri
720,CRO40639,2018-07-07,Calabria,Crotone,No,0,CLA371628736,Paola,Mazza
721,CAT17700,2010-02-27,Sicily,Catania,No,0,SCY58996020,Simona,Greco
722,CAS11332,2020-05-01,Campania,Caserta,Yes,11,CPA848189883,Valentino,Lombardi
723,CAT33505,2009-04-24,Calabria,Catanzaro,No,0,CLA949309430,Fulvio,Bianco
724,MAR05101,2020-09-27,Sicily,Marsala,No,0,SCY599952637,Flavia,Bruno
725,SAL56127,2004-07-05,Campania,Salerno,Yes,18,CPA136441032,Guido,Greco
726,SYR41891,2012-07-10,Sicily,Syracuse,No,0,SCY746864017,Gioia,Bruno
727,VIB12369,2015-12-22,Calabria,Vibo Valentia,Yes,1,CLA576018737,Lavinia,Bernardi
728,CRO26659,2019-08-06,Calabria,Crotone,Yes,6,CLA292049923,Marco,Bianchi
729,BEN60715,2001-12-31,Campania,Benevento,No,0,CPA330425287,Antonello,Morelli
730,NAP59992,2011-04-03,Campania,Naples,Yes,1,CPA364232222,Silvio,Ferrari
731,CAS85121,2021-07-08,Calabria,Castrovillari,No,0,CLA643417415,Raffaele,Donati
732,NAP07914,2015-03-14,Campania,Naples,Yes,3,CPA416492041,Patrizio,Carbone
733,BEN93352,2005-10-16,Campania,Benevento,No,0,CPA338180708,Rita,Bruno
734,VIB65954,2011-08-01,Calabria,Vibo Valentia,No,0,CLA957472646,Erica,Giordano
735,AVE64612,2006-09-29,Campania,Avellino,Yes,2,CPA872044080,Salvatore,Damico
736,VIB14022,2002-03-24,Calabria,Vibo Valentia,No,0,CLA304505286,Elena,Vitali
737,AVE27845,2009-08-25,Campania,Avellino,No,0,CPA378117840,Aldo,Fontana
738,CAS82426,2016-06-18,Calabria,Castrovillari,Yes,6,CLA186851507,Giulia,Rizzo
739,MAR61676,2009-06-15,Sicily,Marsala,No,0,SCY165935649,Ferdinando,Ferrari
740,NAP85355,2009-11-28,Campania,Naples,No,0,CPA421275843,Ferdinando,Palmieri
741,CAL77315,2003-12-17,Sicily,Caltanissetta,No,0,SCY321633652,Tommaso,Russo
742,COS13802,2021-02-05,Calabria,Cosenza,No,0,CLA610378162,Vittoria,Damico
743,CAS38442,2007-08-05,Campania,Caserta,No,0,CPA175550084,Fulvio,Benedetti
744,CAS25280,2008-01-29,Campania,Caserta,Yes,14,CPA821825096,Marco,D'angelo
745,CAS20346,2014-12-19,Calabria,Castrovillari,No,0,CLA90458165,Ezio,Greco
746,BEN09395,2006-12-22,Campania,Benevento,No,0,CPA258757905,Angelo,Bruno
747,BAR62534,2000-03-14,Puglia,Bari,No,0,PGA22519213,Ilaria,Bellini
748,CAL97205,2010-07-25,Sicily,Caltanissetta,No,0,SCY212792553,Rocco,Bianco
749,ACR35769,2003-12-31,Calabria,Acri,No,0,CLA353348284,Matteo,Parisi
750,RAG26555,2020-05-18,Sicily,Ragusa,No,0,SCY492683808,Alfredo,Giordano
751,REN62823,2004-01-01,Calabria,Rende,No,0,CLA631412603,Lorenzo,Ferrari
752,FOG68095,2004-10-18,Puglia,Foggia,Yes,2,PGA624489006,Diego,Villa
753,BEN60286,2010-12-21,Campania,Benevento,No,0,CPA25793757,Alessia,Rizzo
754,SAL61205,2004-05-25,Campania,Salerno,Yes,14,CPA669528217,Dario,Conti
755,COS25778,2018-10-10,Calabria,Cosenza,Yes,9,CLA21590671,Raffaella,Greco
756,VIB76230,2009-08-30,Calabria,Vibo Valentia,Yes,1,CLA389823623,Domenico,Rizzo
757,BEN67478,2014-08-15,Campania,Benevento,Yes,5,CPA478800366,Giulio,Greco
758,SAL59152,2008-04-17,Campania,Salerno,Yes,15,CPA29138100,Sebastiano,Silvestri
759,VIT20367,2014-09-24,Sicily,Vittoria,Yes,14,SCY191266954,Giacomo,Orlando
760,MON73063,2019-09-16,Calabria,Montalto Uffugo,Yes,15,CLA191912273,Costanza,Bruno
761,TAR63434,2007-10-12,Puglia,Taranto,No,0,PGA854811392,Corrado,Barbieri
762,AVE10623,2001-02-09,Campania,Avellino,Yes,6,CPA746439773,Barbara,Amato
763,GEL85646,2001-02-28,Sicily,Gela,Yes,11,SCY217990491,Augusto,Palumbo
764,NAP93430,2009-06-27,Campania,Naples,Yes,12,CPA26577817,Gioia,Martini
765,MAR15070,2019-03-30,Sicily,Marsala,No,0,SCY812044831,Luca,Bianchi
766,RAG65403,2006-06-02,Sicily,Ragusa,No,0,SCY268634462,Alma,Ferrari
767,CRO16911,2008-05-17,Calabria,Crotone,No,0,CLA542985092,Diego,Bruno
768,CAL51629,2016-06-21,Sicily,Caltanissetta,Yes,10,SCY475011263,Fausto,Lombardi
769,CAL32956,2008-01-17,Sicily,Caltanissetta,No,0,SCY999459902,Gaia,Santoro
770,NAP18957,2012-02-09,Campania,Naples,No,0,CPA964484715,Elena,Ferrari
771,NAP37138,2021-02-12,Campania,Naples,Yes,11,CPA810527328,Silvio,Lombardi
772,COS01534,2000-07-12,Calabria,Cosenza,No,0,CLA327446821,Bruno,Caputo
773,CAT71239,2014-08-27,Sicily,Catania,No,0,SCY151982715,Ginevra,Vitale
774,MON12454,2001-07-04,Calabria,Montalto Uffugo,Yes,5,CLA920975889,Cecilia,Bruno
775,CAS48706,2021-06-08,Campania,Caserta,No,0,CPA909397864,Salvo,Gatti
776,CAT76093,2009-03-08,Calabria,Catanzaro,No,0,CLA524192452,Edoardo,Bruno
777,MES35082,2013-12-30,Sicily,Messina,Yes,1,SCY93043488,Raffaele,Fabbri
778,CAS18746,2020-03-27,Campania,Caserta,Yes,6,CPA926942277,Mattia,Gallo
779,TAR68381,2009-12-12,Puglia,Taranto,No,0,PGA88687973,Ilaria,De Santis
780,TRA87426,2018-02-26,Sicily,Trapani,No,0,SCY539337531,Diego,Bruno
781,CAS90838,2013-03-23,Calabria,Castrovillari,No,0,CLA718000796,Vittorio,Longo
782,CRO39728,2008-06-07,Calabria,Crotone,Yes,14,CLA932300248,Dario,Greco
783,PAL76962,2011-12-19,Sicily,Palermo,Yes,18,SCY907718893,Serena,Santoro
784,REN43331,2019-01-07,Calabria,Rende,No,0,CLA830848911,Augusto,Bruno
785,REN61196,2020-07-07,Calabria,Rende,No,0,CLA510767106,Sebastiano,Greco
786,MES63215,2020-02-21,Sicily,Messina,Yes,9,SCY954574495,Roberta,Greco
787,CRO88683,2014-09-12,Calabria,Crotone,No,0,CLA890562770,Rossana,Santoro
788,CAL88468,2012-02-10,Sicily,Caltanissetta,No,0,SCY246742742,Cecilia,Bruno
789,COS81474,2022-04-04,Calabria,Cosenza,Yes,19,CLA686823754,Francesca,Martinelli
790,CAS24063,2011-09-10,Campania,Caserta,No,0,CPA839672773,Mirco,Santoro
791,AVE59352,2016-12-11,Campania,Avellino,No,0,CPA392379587,Emilia,Santoro
792,SAL03623,2010-03-09,Campania,Salerno,No,0,CPA623768613,Camilla,Bruno
793,SAL21067,2020-07-12,Campania,Salerno,Yes,14,CPA670107046,Alessandro,Milani
794,MON44182,2006-03-25,Calabria,Montalto Uffugo,Yes,11,CLA847805614,Camillo,Ferrari
795,MON64545,2021-06-19,Calabria,Montalto Uffugo,Yes,19,CLA576006324,Riccardo,Greco
796,AND40183,2016-06-13,Puglia,Andria,No,0,PGA414394903,Niccolo,Mancini
797,AVE05815,2020-12-09,Campania,Avellino,Yes,18,CPA216662122,Giacomo,Bruno
798,COR66343,2012-03-14,Calabria,Corigliano-Rossano,No,0,CLA826164653,Vincenzo,D'amico
799,FOG83637,2012-09-11,Puglia,Foggia,No,0,PGA118998470,Riccardo,Ferrara
800,LAM43445,2005-01-15,Calabria,Lamezia Terme,Yes,7,CLA495968923,Mario,Bianco
801,BEN30283,2012-05-24,Campania,Benevento,No,0,CPA616662359,Claudio,Bruno
802,REN96082,2003-07-14,Calabria,Rende,No,0,CLA202686095,Giulio,Monti
803,VIT34643,2013-01-30,Sicily,Vittoria,No,0,SCY953697575,Vincenzo,Santoro
804,RAG67212,2019-06-15,Sicily,Ragusa,Yes,12,SCY807586389,Walter,Santoro
805,RAG28584,2019-07-18,Sicily,Ragusa,No,0,SCY535326030,Fulvio,Russo
806,NAP37027,2002-08-10,Campania,Naples,Yes,15,CPA546840371,Massimo,Santoro
807,BEN16287,2012-05-04,Campania,Benevento,Yes,8,CPA774712293,Vittoria,Greco
808,NAP53030,2018-07-04,Campania,Naples,No,0,CPA832674093,Giorgia,Greco
809,NAP41786,2006-08-31,Campania,Naples,No,0,CPA273687835,Lavinia,Rossi
810,BEN67403,2014-11-30,Campania,Benevento,No,0,CPA464624025,Giuliano,Bruno
811,CAS42966,2012-02-04,Calabria,Castrovillari,Yes,15,CLA495969419,Alessandro,Greco
812,CAS23858,2008-12-03,Campania,Caserta,Yes,2,CPA668486167,Francesca,Costa
813,AVE17860,2007-09-30,Campania,Avellino,Yes,11,CPA86570114,Marta,Bianco
814,TAR69809,2006-01-31,Puglia,Taranto,Yes,5,PGA499296211,Diego,Carbone
815,MON53314,2020-12-19,Calabria,Montalto Uffugo,No,0,CLA890002044,Alfredo,Greco
816,PAL99375,2000-06-03,Sicily,Palermo,No,0,SCY193074768,Nicoletta,Santoro
817,LEC56158,2012-03-02,Puglia,Lecce,Yes,19,PGA525242811,Valentina,Bruno
818,SAL26224,2017-03-04,Campania,Salerno,No,0,CPA95382313,Riccardo,Greco
819,AVE34000,2017-02-25,Campania,Avellino,Yes,13,CPA897213408,Agnese,Ferrari
820,NAP84136,2000-08-19,Campania,Naples,Yes,19,CPA313887516,Erica,Fabbri
821,SAL09935,2011-01-24,Campania,Salerno,No,0,CPA803103013,Cecilia,Marchetti
822,MES25563,2014-06-23,Sicily,Messina,Yes,15,SCY634030710,Andrea,Santoro
823,MES56615,2021-09-21,Sicily,Messina,No,0,SCY818700551,Gioele,Martini
824,CRO97943,2017-04-16,Calabria,Crotone,Yes,15,CLA16411764,Roberta,Romano
825,RAG38043,2011-10-06,Sicily,Ragusa,No,0,SCY720031004,Lucia,Santoro
826,RAG34672,2003-10-20,Sicily,Ragusa,Yes,2,SCY857984613,Tiziano,Greco
827,CAL13405,2019-07-23,Sicily,Caltanissetta,No,0,SCY856331750,Roberto,Bianco
828,TAR65832,2018-05-10,Puglia,Taranto,Yes,11,PGA837759893,Alessandro,Greco
829,AVE30003,2021-09-01,Campania,Avellino,No,0,CPA350297940,Ernesto,Piras
830,MAR80465,2017-12-07,Sicily,Marsala,Yes,15,SCY751729163,Carlo,Silvestri
831,CRO51242,2005-03-01,Calabria,Crotone,No,0,CLA627254521,Giovanna,Bruno
832,GEL66377,2012-02-26,Sicily,Gela,No,0,SCY772532572,Serena,Greco
833,REG81987,2000-04-26,Calabria,Reggio Calabria,No,0,CLA329500751,Roberta,Palumbo
834,AVE56846,2001-11-29,Campania,Avellino,No,0,CPA344303044,Ludovico,Pellegrini
835,TRA25489,2002-07-19,Sicily,Trapani,Yes,19,SCY666640553,Susanna,Rizzo
836,RAG62732,2019-11-26,Sicily,Ragusa,No,0,SCY154181287,Massimiliano,Bianchi
837,SYR43021,2018-04-10,Sicily,Syracuse,No,0,SCY442068080,Angelo,Mancini
838,GEL74957,2017-06-23,Sicily,Gela,Yes,11,SCY296339665,Giulio,Longo
839,COR99145,2015-06-06,Calabria,Corigliano-Rossano,No,0,CLA562483999,Marco,Martinelli
840,MON02942,2017-01-13,Calabria,Montalto Uffugo,Yes,1,CLA764137871,Gioele,Bruno
841,MES89993,2016-03-27,Sicily,Messina,Yes,11,SCY829282400,Raul,Monti
842,NAP61318,2009-11-03,Campania,Naples,No,0,CPA188832221,Bruno,Bianco
843,COR13962,2012-05-27,Calabria,Corigliano-Rossano,No,0,CLA254233783,Giada,Bianchi
844,AVE47479,2013-04-14,Campania,Avellino,No,0,CPA780898510,Giuliano,Bruno
845,CAS40284,2002-12-31,Campania,Caserta,Yes,5,CPA980855202,Alessandra,Bruno
846,SAL17119,2005-11-30,Campania,Salerno,Yes,3,CPA40741357,Cosimo,Bruno
847,AVE56510,2002-05-16,Campania,Avellino,Yes,1,CPA450478597,Fioretta,Sanna
848,SYR18723,2018-04-14,Sicily,Syracuse,Yes,8,SCY314006498,Riccardo,Greco
849,LEC97883,2019-12-02,Puglia,Lecce,Yes,16,PGA698430045,Sara,D'amico
850,MAR06488,2018-07-10,Sicily,Marsala,No,0,SCY335280808,Davide,Martini
851,MES09306,2018-06-11,Sicily,Messina,Yes,17,SCY956145298,Giorgia,Costantini
852,CAT88258,2004-01-16,Sicily,Catania,No,0,SCY307943501,Salvo,Bruno
853,TRA55801,2000-04-08,Sicily,Trapani,No,0,SCY457488925,Antonia,Sala
854,SYR70234,2006-08-14,Sicily,Syracuse,No,0,SCY899143855,Stefano,Guerra
855,AVE31011,2000-09-05,Campania,Avellino,Yes,19,CPA542133488,Tiziano,Galli
856,GEL82357,2010-02-01,Sicily,Gela,No,0,SCY221402042,Lapo,Russo
857,COR09854,2016-11-07,Calabria,Corigliano-Rossano,Yes,1,CLA842943408,Lucio,Caruso
858,AVE38121,2016-09-04,Campania,Avellino,No,0,CPA666465002,Camilla,Bruno
859,COS60876,2008-08-26,Calabria,Cosenza,No,0,CLA924710073,Alfredo,Marino
860,VIT48197,2019-10-16,Sicily,Vittoria,No,0,SCY395838927,Raul,Bianco
861,CAT63749,2018-01-17,Calabria,Catanzaro,Yes,6,CLA320255567,Greta,Bianco
862,NAP94166,2000-01-05,Campania,Naples,Yes,11,CPA766114761,Gioia,Vitali
863,CAL17100,2004-01-17,Sicily,Caltanissetta,Yes,13,SCY715810123,Pietro,Bruno
864,CAS31364,2004-03-02,Campania,Caserta,Yes,4,CPA144742197,Filippo,Russo
865,LAM35270,2016-03-04,Calabria,Lamezia Terme,No,0,CLA280969987,Luca,Giuliani
866,CAT57686,2017-12-08,Sicily,Catania,Yes,17,SCY292273493,Alfredo,Mancini
867,REN56610,2018-12-19,Calabria,Rende,No,0,CLA645507827,Antonio,Fontana
868,BEN24701,2009-10-26,Campania,Benevento,No,0,CPA737702744,Martina,Bruno
869,REG05166,2005-10-16,Calabria,Reggio Calabria,No,0,CLA174159107,Leonardo,Romano
870,BAR99490,2021-05-24,Puglia,Bari,No,0,PGA160448388,Costanza,Vitale
871,COR08355,2017-09-11,Calabria,Corigliano-Rossano,Yes,16,CLA694617683,Renato,Rossetti
872,CAS48575,2010-10-30,Campania,Caserta,Yes,8,CPA697465329,Gianluca,Bruno
873,FOG95531,2001-05-07,Puglia,Foggia,No,0,PGA147965839,Felice,Fontana
874,BEN85514,2014-11-04,Campania,Benevento,No,0,CPA538125050,Raffaele,Santoro
875,CAS64411,2001-12-29,Campania,Caserta,Yes,19,CPA504614325,Francesca,Rossi
876,FOG26511,2010-11-17,Puglia,Foggia,No,0,PGA194706468,Giovanna,Piras
877,BEN85316,2004-05-06,Campania,Benevento,No,0,CPA598616208,Salvatore,Santoro
878,VIT24465,2013-08-02,Sicily,Vittoria,No,0,SCY479138396,Caterina,Montanari
879,CAT74379,2002-07-14,Calabria,Catanzaro,No,0,CLA486485506,Roberto,Bruno
880,MAR42922,2019-10-13,Sicily,Marsala,No,0,SCY732708460,Patrizio,Farina
881,CAT86317,2016-09-28,Calabria,Catanzaro,No,0,CLA659941564,Adriano,Guerra
882,SAL28625,2009-05-24,Campania,Salerno,No,0,CPA869593691,Beatrice,Bianchi
883,NAP58403,2005-08-17,Campania,Naples,Yes,9,CPA873109198,Claudia,Greco
884,MES85740,2004-08-28,Sicily,Messina,No,0,SCY675281175,Mattia,Rossi
885,TAR11994,2016-06-10,Puglia,Taranto,No,0,PGA300555391,Ferdinando,Santoro
886,SAL64062,2013-02-17,Campania,Salerno,Yes,14,CPA180060403,Caterina,Ferri
