,Public_ID,First_Name,Last_Name,Gender,DOB,Age,Region,City,ChildID,Most_Recent_Call,Notable_Family_Member,Mafia_ID,Organisation
8881,P00304418,Luisa,Costa,F,1942-07-01,79,Sicily,Catania,P0232619,Cos0000273,,Cos0000273,Cosa Nostra
8882,P00526231,Alma,Lombardo,F,1983-05-31,38,Sicily,Syracuse,,Cos0000273,,Cos0000273,Cosa Nostra
8883,P00782981,Saverio,Testa,M,2005-11-17,16,Puglia,Lecce,,Cos0000273,,Cos0000273,Cosa Nostra
8884,P00304432,Giada,Costa,F,1951-11-30,70,Sicily,Palermo,P0066286,Cam0005479,,Cam0005479,Camorra
8885,P00466910,Eleonora,Leone,F,2002-01-15,20,Calabria,Montalto Uffugo,,Cam0005479,,Cam0005479,Camorra
8886,P00692998,Donatella,Pellegrini,F,1931-12-24,90,Campania,Naples,P0091789,Cam0005479,,Cam0005479,Camorra
8887,P00931926,Biagio,Sartori,M,2000-10-24,21,Puglia,Bari,,Cam0005479,,Cam0005479,Camorra
8888,P00304435,Neri,Costa,M,1972-08-31,49,Sicily,Messina,,Sac0001079,,Sac0001079,Sacra Corona Unita
8889,P00304510,Gabriele,Costa,M,1950-09-04,71,Sicily,Syracuse,P0210092,Ndr0001786,,Ndr0001786,'Ndrangheta
8890,P00443652,Debora,Galli,F,1987-11-13,34,Calabria,Lamezia Terme,,Ndr0001786,,Ndr0001786,'Ndrangheta
8891,P00304529,Vito,Costa,M,1984-06-28,37,Sicily,Catania,,Cos0003731,,Cos0003731,Cosa Nostra
8892,P00304568,Fabio,Costa,M,1986-08-17,35,Sicily,Syracuse,,Cam0006557,,Cam0006557,Camorra
8893,P00304660,Noemi,Costa,F,1983-10-31,38,Sicily,Palermo,P0047811,Cam0001701,,Cam0001701,Camorra
8894,P00304715,Salvatore,Costa,M,1974-01-09,48,Sicily,Vittoria,P0118071,Cam0003451,,Cam0003451,Camorra
8895,P00304720,Elvira,Costa,F,1933-04-29,88,Sicily,Ragusa,P0009724,Ndr0004689,,Ndr0004689,'Ndrangheta
8896,P00304766,Adriano,Costa,M,1961-05-16,60,Sicily,Ragusa,,Sac0000826,,Sac0000826,Sacra Corona Unita
8897,P00355592,Leonardo,Moretti,M,1958-08-22,63,Puglia,Taranto,P0040901,Sac0000826,,Sac0000826,Sacra Corona Unita
8898,P00396831,Marzia,Santoro,F,1961-05-29,60,Sicily,Palermo,P0020999,Sac0000826,,Sac0000826,Sacra Corona Unita
8899,P00304818,Cristina,Costa,F,2004-12-23,17,Sicily,Palermo,,Cam0001296,,Cam0001296,Camorra
8900,P00304832,Fabrizio,Costa,M,1947-03-19,75,Sicily,Trapani,P0032269,Cos0003660,,Cos0003660,Cosa Nostra
8901,P00738336,Debora,Monti,F,1951-12-25,70,Puglia,Lecce,P0148535,Cos0003660,,Cos0003660,Cosa Nostra
8902,P00304855,Alessio,Costa,M,1956-01-21,66,Sicily,Messina,P0173872,Ndr0005638,,Ndr0005638,'Ndrangheta
8903,P00304898,Tiziano,Costa,M,1956-05-05,65,Sicily,Messina,P0189519,Cam0005818,,Cam0005818,Camorra
8904,P00304974,Felice,Costa,M,2005-07-17,16,Sicily,Catania,,Cam0001219,,Cam0001219,Camorra
8905,P00467622,Greta,Leone,F,1989-01-10,33,Campania,Avellino,,Cam0001219,,Cam0001219,Camorra
8906,P00556959,Francesco,Marchetti,M,1954-01-03,68,Calabria,Lamezia Terme,,Cam0001219,,Cam0001219,Camorra
8907,P00305039,Bianca,Costa,F,1970-09-20,51,Sicily,Ragusa,,Ndr0004985,,Ndr0004985,'Ndrangheta
8908,P00568015,Agnese,Parisi,F,1945-10-15,76,Calabria,Castrovillari,P0099727,Ndr0004985,,Ndr0004985,'Ndrangheta
8909,P00941169,Paola,Neri,F,1995-07-20,26,Sicily,Syracuse,,Ndr0004985,,Ndr0004985,'Ndrangheta
8910,P00305176,Silvio,Costa,M,1959-07-18,62,Sicily,Caltanissetta,P0163551,Cos0004340,,Cos0004340,Cosa Nostra
8911,P00386846,Lucia,Santoro,F,2000-04-01,22,Calabria,Montalto Uffugo,,Cos0004340,,Cos0004340,Cosa Nostra
8912,P00590681,Augusto,Conte,M,1983-03-04,39,Puglia,Bari,,Cos0004340,,Cos0004340,Cosa Nostra
8913,P00596284,Luigi,Ferraro,M,1935-06-15,86,Calabria,Vibo Valentia,P0148558,Cos0004340,,Cos0004340,Cosa Nostra
8914,P00305252,Ferdinando,Costa,M,1938-02-26,84,Sicily,Syracuse,P0162818,Cam0001035,,Cam0001035,Camorra
8915,P00305260,Silvio,Costa,M,1981-06-10,40,Sicily,Ragusa,,Sac0000044,,Sac0000044,Sacra Corona Unita
8916,P00864026,Elisa,Fiore,F,1956-07-25,65,Campania,Salerno,,Sac0000044,,Sac0000044,Sacra Corona Unita
8917,P00305359,Paolo,Giordano,M,1977-08-14,44,Calabria,Montalto Uffugo,,Cos0003007,,Cos0003007,Cosa Nostra
8918,P00388830,Leonardo,Santoro,M,1944-01-26,78,Campania,Benevento,P0101539,Cos0003007,,Cos0003007,Cosa Nostra
8919,P00887970,Gabriella,Basile,F,1941-05-31,80,Puglia,Lecce,P0029421,Cos0003007,,Cos0003007,Cosa Nostra
8920,P00305543,Simona,Giordano,F,1965-09-16,56,Calabria,Crotone,,Cos0001551,,Cos0001551,Cosa Nostra
8921,P00731968,Mauro,Rizzi,M,1963-09-04,58,Sicily,Palermo,P0094351,Cos0001551,,Cos0001551,Cosa Nostra
8922,P00305682,Asia,Giordano,F,1947-08-01,74,Calabria,Lamezia Terme,P0015974,Ndr0004875,,Ndr0004875,'Ndrangheta
8923,P00305693,Antonella,Giordano,F,1976-04-29,45,Calabria,Montalto Uffugo,,Ndr0005923,,Ndr0005923,'Ndrangheta
8924,P00305701,Patrizio,Giordano,M,1975-10-31,46,Calabria,Corigliano-Rossano,,Cos0003242,,Cos0003242,Cosa Nostra
8925,P00920456,Eugenia,Vitali,F,1940-11-07,81,Sicily,Gela,P0196788,Cos0003242,,Cos0003242,Cosa Nostra
8926,P00305833,Salvatore,Giordano,M,1950-10-12,71,Calabria,Cosenza,P0094369,Ndr0004096,,Ndr0004096,'Ndrangheta
8927,P00306073,Monica,Giordano,F,1948-09-28,73,Calabria,Reggio Calabria,P0224456,Sac0000345,,Sac0000345,Sacra Corona Unita
8928,P00909208,Silvia,Piras,F,1992-09-29,29,Campania,Avellino,,Sac0000345,,Sac0000345,Sacra Corona Unita
8929,P00306127,Lorenza,Giordano,F,1951-09-30,70,Calabria,Vibo Valentia,P0063187,Sac0001446,,Sac0001446,Sacra Corona Unita
8930,P00428478,Salvatore,Caruso,M,1963-10-23,58,Puglia,Taranto,P0147793,Sac0001446,,Sac0001446,Sacra Corona Unita
8931,P00716675,Fabio,Farina,M,1931-06-30,90,Calabria,Vibo Valentia,P0133492,Sac0001446,,Sac0001446,Sacra Corona Unita
8932,P00945395,Alessio,Costantini,M,1952-08-19,69,Campania,Naples,P0022017,Sac0001446,,Sac0001446,Sacra Corona Unita
8933,P00306165,Sergio,Giordano,M,1968-05-04,53,Calabria,Catanzaro,,Cos0001285,,Cos0001285,Cosa Nostra
8934,P00306178,Niccolo,Giordano,M,1954-06-29,67,Calabria,Rende,P0143014,Cam0000733,,Cam0000733,Camorra
8935,P00306331,Guido,Giordano,M,1947-04-20,74,Calabria,Reggio Calabria,P0221012,Cam0001834,,Cam0001834,Camorra
8936,P00675292,Matilde,Sala,F,1946-11-14,75,Puglia,Foggia,P0206218,Cam0001834,,Cam0001834,Camorra
8937,P00306428,Emanuele,Giordano,M,1984-02-09,38,Calabria,Corigliano-Rossano,P0154848,Cos0005413,,Cos0005413,Cosa Nostra
8938,P00500289,Antonella,Martinelli,F,1963-07-07,58,Campania,Caserta,,Cos0005413,,Cos0005413,Cosa Nostra
8939,P00306463,Isabella,Giordano,F,1957-10-18,64,Calabria,Vibo Valentia,,Cam0005497,,Cam0005497,Camorra
8940,P00306498,Adriano,Giordano,M,1990-10-17,31,Calabria,Lamezia Terme,,Cam0004247,,Cam0004247,Camorra
8941,P00664967,Stefania,Messina,F,1967-02-21,55,Campania,Avellino,P0005412,Cam0004247,,Cam0004247,Camorra
8942,P00761442,Marcello,Silvestri,M,2000-11-16,21,Calabria,Crotone,,Cam0004247,,Cam0004247,Camorra
8943,P00883923,Guido,Basile,M,1987-08-05,34,Calabria,Crotone,,Cam0004247,,Cam0004247,Camorra
8944,P00306537,Claudia,Giordano,F,1931-04-28,90,Calabria,Acri,P0083066,Cam0001344,,Cam0001344,Camorra
8945,P00409865,Edoardo,Rinaldi,M,1969-11-03,52,Calabria,Rende,,Cam0001344,,Cam0001344,Camorra
8946,P00306555,Donatella,Giordano,F,1968-04-06,54,Calabria,Vibo Valentia,,Ndr0003021,,Ndr0003021,'Ndrangheta
8947,P00759018,Cecilia,Amato,F,1938-02-23,84,Sicily,Ragusa,,Ndr0003021,,Ndr0003021,'Ndrangheta
8948,P00306933,Marcello,Giordano,M,1996-01-12,26,Calabria,Catanzaro,,Cos0003035,,Cos0003035,Cosa Nostra
8949,P00316241,Paolo,Giordano,M,1947-11-08,74,Sicily,Messina,P0104125,Cos0003035,,Cos0003035,Cosa Nostra
8950,P00394479,Bernardo,Santoro,M,1945-01-09,77,Sicily,Marsala,P0198781,Cos0003035,,Cos0003035,Cosa Nostra
8951,P00531638,Stefano,Serra,M,1934-12-02,87,Puglia,Taranto,,Cos0003035,,Cos0003035,Cosa Nostra
8952,P00306961,Saverio,Giordano,M,1943-09-09,78,Calabria,Montalto Uffugo,P0193060,Ndr0001287,,Ndr0001287,'Ndrangheta
8953,P00306986,Irene,Giordano,F,1984-09-06,37,Calabria,Castrovillari,,Ndr0005159,,Ndr0005159,'Ndrangheta
8954,P00616155,Rosa,Fabbri,F,1997-09-28,24,Calabria,Reggio Calabria,,Ndr0005159,,Ndr0005159,'Ndrangheta
8955,P00307077,Alessandro,Giordano,M,1933-04-12,89,Calabria,Montalto Uffugo,P0139075,Cos0000796,,Cos0000796,Cosa Nostra
8956,P00307084,Rocco,Giordano,M,1972-07-24,49,Calabria,Corigliano-Rossano,,Ndr0003855,,Ndr0003855,'Ndrangheta
8957,P00494865,Laura,Gentile,F,1948-01-10,74,Sicily,Catania,P0168327,Ndr0003855,,Ndr0003855,'Ndrangheta
8958,P00790723,Stefano,Pellegrino,M,1983-11-08,38,Campania,Caserta,,Ndr0003855,,Ndr0003855,'Ndrangheta
8959,P00307132,Alberto,Giordano,M,1957-07-03,64,Calabria,Corigliano-Rossano,P0129471,Ndr0003130,Ndr0001964,Ndr0003130,'Ndrangheta
8960,P00307148,Simone,Giordano,M,1979-08-11,42,Calabria,Catanzaro,,Cos0000753,,Cos0000753,Cosa Nostra
8961,P00614477,Carlotta,Fabbri,F,2001-03-19,21,Calabria,Castrovillari,,Cos0000753,,Cos0000753,Cosa Nostra
8962,P00307339,Antonello,Giordano,M,1951-12-02,70,Calabria,Reggio Calabria,,Cos0000532,,Cos0000532,Cosa Nostra
8963,P00307348,Monica,Giordano,F,1980-05-14,41,Calabria,Reggio Calabria,P0150244,Ndr0000854,,Ndr0000854,'Ndrangheta
8964,P00307381,Gianluca,Giordano,M,1950-03-26,72,Calabria,Rende,P0195604,Cos0004821,,Cos0004821,Cosa Nostra
8965,P00709699,Laura,Sanna,F,1972-01-22,50,Campania,Caserta,,Cos0004821,,Cos0004821,Cosa Nostra
8966,P00783813,Giuliano,Testa,M,1992-07-10,29,Puglia,Taranto,,Cos0004821,,Cos0004821,Cosa Nostra
8967,P00865962,Tiziano,Fiore,M,1952-07-19,69,Puglia,Andria,P0055762,Cos0004821,,Cos0004821,Cosa Nostra
8968,P00307388,Emanuele,Giordano,M,1978-03-16,44,Calabria,Lamezia Terme,,Ndr0002388,,Ndr0002388,'Ndrangheta
8969,P00840843,Chiara,Montanari,F,1936-07-27,85,Puglia,Bari,P0126031,Ndr0002388,,Ndr0002388,'Ndrangheta
8970,P00307614,Giuliana,Giordano,F,2005-12-02,16,Calabria,Rende,,Ndr0005999,,Ndr0005999,'Ndrangheta
8971,P00700382,Gabriella,Palumbo,F,1983-09-29,38,Calabria,Catanzaro,,Ndr0005999,,Ndr0005999,'Ndrangheta
8972,P00307632,Pietro,Giordano,M,1987-02-16,35,Calabria,Rende,,Cos0001834,,Cos0001834,Cosa Nostra
8973,P00307634,Marzia,Giordano,F,1981-08-30,40,Calabria,Reggio Calabria,,Cos0002418,,Cos0002418,Cosa Nostra
8974,P00307710,Ludovico,Giordano,M,1992-01-23,30,Calabria,Montalto Uffugo,,Ndr0000723,,Ndr0000723,'Ndrangheta
8975,P00307806,Serena,Giordano,F,1974-02-10,48,Calabria,Vibo Valentia,,Cam0000007,,Cam0000007,Camorra
8976,P00932672,Ada,Sartori,F,1986-03-13,36,Puglia,Andria,,Cam0000007,,Cam0000007,Camorra
8977,P00307922,Ruggero,Giordano,M,1992-11-30,29,Calabria,Lamezia Terme,,Sac0001056,,Sac0001056,Sacra Corona Unita
8978,P00308028,Agnese,Giordano,F,2002-11-29,19,Calabria,Reggio Calabria,,Cos0001069,,Cos0001069,Cosa Nostra
8979,P00308181,Marco,Giordano,M,1965-10-07,56,Calabria,Castrovillari,,Ndr0002288,,Ndr0002288,'Ndrangheta
8980,P00308297,Costanza,Giordano,F,1977-01-04,45,Calabria,Reggio Calabria,P0211836,Sac0000072,,Sac0000072,Sacra Corona Unita
8981,P00971532,Noemi,Sorrentino,F,1934-08-14,87,Calabria,Corigliano-Rossano,P0065222,Sac0000072,,Sac0000072,Sacra Corona Unita
8982,P00308320,Beatrice,Giordano,F,1972-05-06,49,Calabria,Cosenza,P0133764,Cam0006374,,Cam0006374,Camorra
8983,P00308336,Lapo,Giordano,M,1976-03-23,46,Calabria,Rende,,Cam0005695,,Cam0005695,Camorra
8984,P00368555,Giuliano,Barbieri,M,1982-04-02,40,Puglia,Lecce,,Cam0005695,,Cam0005695,Camorra
8985,P00308360,Lorenza,Giordano,F,1954-09-07,67,Calabria,Acri,P0190086,Cos0000161,,Cos0000161,Cosa Nostra
8986,P00526613,Saverio,Lombardo,M,1968-03-28,54,Sicily,Messina,P0132515,Cos0000161,,Cos0000161,Cosa Nostra
8987,P00308361,Lucia,Giordano,F,1999-03-20,23,Calabria,Lamezia Terme,,Cos0002393,,Cos0002393,Cosa Nostra
8988,P00308370,Caterina,Giordano,F,1994-12-31,27,Calabria,Cosenza,,Cam0000197,,Cam0000197,Camorra
8989,P00412355,Paolo,Rinaldi,M,1950-12-21,71,Campania,Caserta,,Cam0000197,,Cam0000197,Camorra
8990,P00308414,Vincenzo,Giordano,M,1958-06-14,63,Calabria,Corigliano-Rossano,P0171889,Cos0003768,Cos0002554,Cos0003768,Cosa Nostra
8991,P00308532,Simone,Giordano,M,1996-08-16,25,Calabria,Vibo Valentia,,Cos0001828,,Cos0001828,Cosa Nostra
8992,P00450751,Elettra,Galli,F,1985-09-13,36,Puglia,Andria,,Cos0001828,,Cos0001828,Cosa Nostra
8993,P00476753,Neri,Longo,M,1982-02-21,40,Calabria,Rende,,Cos0001828,,Cos0001828,Cosa Nostra
8994,P00308613,Elio,Giordano,M,1949-11-25,72,Calabria,Catanzaro,P0094543,Cos0001333,,Cos0001333,Cosa Nostra
8995,P00920664,Giulio,Vitali,M,1947-05-18,74,Sicily,Gela,P0194668,Cos0001333,,Cos0001333,Cosa Nostra
8996,P00308686,Agnese,Giordano,F,1966-09-27,55,Calabria,Montalto Uffugo,,Sac0001640,,Sac0001640,Sacra Corona Unita
8997,P00387614,Giacomo,Santoro,M,1982-10-20,39,Calabria,Vibo Valentia,,Sac0001640,,Sac0001640,Sacra Corona Unita
8998,P00308698,Raffaella,Giordano,F,1938-11-16,83,Calabria,Reggio Calabria,P0183815,Ndr0004005,,Ndr0004005,'Ndrangheta
8999,P00308768,Sofia,Giordano,F,1998-09-22,23,Calabria,Reggio Calabria,,Cos0005074,,Cos0005074,Cosa Nostra
9000,P00761152,Aldo,Silvestri,M,1978-01-19,44,Calabria,Cosenza,P0161393,Cos0005074,,Cos0005074,Cosa Nostra
9001,P00309044,Vittoria,Giordano,F,1959-04-26,62,Campania,Benevento,P0040178,Cam0002603,,Cam0002603,Camorra
9002,P00309095,Carlotta,Giordano,F,1942-01-17,80,Campania,Naples,,Cam0002362,,Cam0002362,Camorra
9003,P00906946,Emma,Piras,F,1991-09-14,30,Calabria,Catanzaro,,Cam0002362,,Cam0002362,Camorra
9004,P00309159,Felice,Giordano,M,1935-10-10,86,Campania,Salerno,P0003186,Cos0000702,,Cos0000702,Cosa Nostra
9005,P00309237,Marco,Giordano,M,1965-12-03,56,Campania,Naples,P0096483,Cam0006223,,Cam0006223,Camorra
9006,P00662758,Benedetta,Messina,F,1993-05-28,28,Calabria,Reggio Calabria,,Cam0006223,,Cam0006223,Camorra
9007,P00815911,Chiara,Benedetti,F,1964-09-29,57,Campania,Avellino,P0078390,Cam0006223,,Cam0006223,Camorra
9008,P00309257,Donatella,Giordano,F,1930-11-13,91,Campania,Salerno,P0248016,Cam0001844,,Cam0001844,Camorra
9009,P00309276,Miriam,Giordano,F,2000-04-27,21,Campania,Salerno,,Cos0001767,,Cos0001767,Cosa Nostra
9010,P00586605,Carla,Conte,F,1993-02-21,29,Calabria,Rende,,Cos0001767,,Cos0001767,Cosa Nostra
9011,P00946284,Aldo,Costantini,M,2000-02-01,22,Puglia,Foggia,,Cos0001767,,Cos0001767,Cosa Nostra
9012,P00309315,Vittoria,Giordano,F,2003-05-12,18,Campania,Salerno,,Cam0003184,,Cam0003184,Camorra
9013,P00624708,Francesca,Bianco,F,1999-12-26,22,Calabria,Vibo Valentia,,Cam0003184,,Cam0003184,Camorra
9014,P00309347,Tommaso,Giordano,M,1951-01-11,71,Campania,Avellino,P0246050,Cam0004778,,Cam0004778,Camorra
9015,P00779300,Sebastiano,Testa,M,1982-05-25,39,Calabria,Corigliano-Rossano,,Cam0004778,,Cam0004778,Camorra
9016,P00309427,Andrea,Giordano,M,1975-10-18,46,Campania,Naples,P0218963,Cos0004245,,Cos0004245,Cosa Nostra
9017,P00649818,Sara,Grasso,F,1992-10-21,29,Sicily,Trapani,,Cos0004245,,Cos0004245,Cosa Nostra
9018,P00963817,Eleonora,Pagano,F,1931-10-02,90,Sicily,Caltanissetta,P0111984,Cos0004245,,Cos0004245,Cosa Nostra
9019,P00309686,Neri,Giordano,M,1994-05-14,27,Campania,Naples,,Sac0001290,,Sac0001290,Sacra Corona Unita
9020,P00484473,Emilio,Longo,M,1937-03-13,85,Sicily,Syracuse,P0156694,Sac0001290,,Sac0001290,Sacra Corona Unita
9021,P00309784,Carla,Giordano,F,1935-01-12,87,Campania,Avellino,P0162634,Ndr0002697,,Ndr0002697,'Ndrangheta
9022,P00915330,Fulvio,Vitali,M,2003-10-23,18,Calabria,Crotone,,Ndr0002697,,Ndr0002697,'Ndrangheta
9023,P00309896,Adriano,Giordano,M,1957-03-15,65,Campania,Salerno,P0162830,Cos0004676,,Cos0004676,Cosa Nostra
9024,P00639142,Antonello,Marini,M,1932-05-13,89,Puglia,Lecce,P0173501,Cos0004676,,Cos0004676,Cosa Nostra
9025,P00309910,Valerio,Giordano,M,1948-06-23,73,Campania,Benevento,P0192069,Cos0003061,,Cos0003061,Cosa Nostra
9026,P00309971,Caterina,Giordano,F,1982-03-20,40,Campania,Caserta,,Ndr0001198,,Ndr0001198,'Ndrangheta
9027,P00310018,Antonia,Giordano,F,2001-10-15,20,Campania,Naples,,Ndr0004209,,Ndr0004209,'Ndrangheta
9028,P00310087,Ludovico,Giordano,M,1932-03-01,90,Campania,Caserta,P0193968,Cos0004861,,Cos0004861,Cosa Nostra
9029,P00310147,Silvio,Giordano,M,1963-09-12,58,Campania,Benevento,,Ndr0002823,,Ndr0002823,'Ndrangheta
9030,P00310207,Raffaella,Giordano,F,1952-02-01,70,Campania,Caserta,,Cam0004803,,Cam0004803,Camorra
9031,P00310302,Camillo,Giordano,M,1965-02-13,57,Campania,Benevento,,Ndr0005170,,Ndr0005170,'Ndrangheta
9032,P00322557,Bernardo,Rizzo,M,1952-03-22,70,Calabria,Reggio Calabria,P0056639,Ndr0005170,,Ndr0005170,'Ndrangheta
9033,P00828951,Pietro,Caputo,M,1979-01-27,43,Calabria,Crotone,,Ndr0005170,,Ndr0005170,'Ndrangheta
9034,P00310324,Susanna,Giordano,F,1958-10-17,63,Campania,Avellino,,Cam0005155,,Cam0005155,Camorra
9035,P00506345,Ilaria,Martinelli,F,1946-12-31,75,Sicily,Marsala,P0139051,Cam0005155,,Cam0005155,Camorra
9036,P00310362,Emanuele,Giordano,M,1965-05-28,56,Campania,Avellino,P0174715,Cam0003912,,Cam0003912,Camorra
9037,P00310391,Erica,Giordano,F,1938-01-25,84,Campania,Salerno,P0038158,Cam0003498,,Cam0003498,Camorra
9038,P00310440,Giorgia,Giordano,F,1937-06-02,84,Campania,Naples,P0183670,Cos0000465,,Cos0000465,Cosa Nostra
9039,P00310509,Camilla,Giordano,F,1940-09-30,81,Campania,Naples,P0057035,Ndr0001939,,Ndr0001939,'Ndrangheta
9040,P00310543,Luca,Giordano,M,1968-04-28,53,Campania,Avellino,P0219954,Cos0005208,,Cos0005208,Cosa Nostra
9041,P00685302,Adele,Gatti,F,1948-10-03,73,Puglia,Andria,,Cos0005208,,Cos0005208,Cosa Nostra
9042,P00310571,Riccardo,Giordano,M,1932-03-13,90,Campania,Benevento,P0183365,Ndr0003421,,Ndr0003421,'Ndrangheta
9043,P00310656,Margherita,Giordano,F,2006-03-27,16,Campania,Salerno,,Ndr0005117,,Ndr0005117,'Ndrangheta
9044,P00772509,Raffaella,Mazza,F,1996-02-28,26,Campania,Naples,,Ndr0005117,,Ndr0005117,'Ndrangheta
9045,P00310736,Tiziano,Giordano,M,1938-12-18,83,Campania,Naples,P0149930,Ndr0002115,,Ndr0002115,'Ndrangheta
9046,P00703808,Paolo,Palumbo,M,1998-06-02,23,Puglia,Foggia,,Ndr0002115,,Ndr0002115,'Ndrangheta
9047,P00310787,Felice,Giordano,M,1970-01-25,52,Campania,Salerno,,Sac0000800,,Sac0000800,Sacra Corona Unita
9048,P00310828,Gabriella,Giordano,F,1968-11-28,53,Campania,Naples,P0208306,Cos0000212,,Cos0000212,Cosa Nostra
9049,P00894448,Luisa,Riva,F,1935-01-31,87,Campania,Benevento,P0187359,Cos0000212,,Cos0000212,Cosa Nostra
9050,P00310965,Mirco,Giordano,M,1960-10-13,61,Campania,Naples,P0103418,Ndr0001877,,Ndr0001877,'Ndrangheta
9051,P00311136,Stefania,Giordano,F,1949-03-03,73,Campania,Salerno,,Cam0005651,,Cam0005651,Camorra
9052,P00311144,Pietro,Giordano,M,1992-10-01,29,Campania,Naples,,Cam0004177,,Cam0004177,Camorra
9053,P00311205,Lorenzo,Giordano,M,1940-10-11,81,Campania,Caserta,P0211989,Cam0000672,,Cam0000672,Camorra
9054,P00479652,Costanza,Longo,F,1938-04-25,83,Campania,Naples,P0038065,Cam0000672,,Cam0000672,Camorra
9055,P00311287,Vincenzo,Giordano,M,1984-01-06,38,Campania,Caserta,,Ndr0005118,,Ndr0005118,'Ndrangheta
9056,P00311397,Emanuele,Giordano,M,1938-09-12,83,Campania,Salerno,,Ndr0004823,,Ndr0004823,'Ndrangheta
9057,P00311466,Giuliano,Giordano,M,1974-07-02,47,Campania,Avellino,,Ndr0004366,,Ndr0004366,'Ndrangheta
9058,P00831405,Greta,Caputo,F,1940-05-11,81,Campania,Naples,P0157247,Ndr0004366,,Ndr0004366,'Ndrangheta
9059,P00311514,Amelia,Giordano,F,1968-11-13,53,Campania,Naples,,Cos0000734,,Cos0000734,Cosa Nostra
9060,P00311682,Irene,Giordano,F,2005-02-01,17,Campania,Naples,,Sac0001675,,Sac0001675,Sacra Corona Unita
9061,P00726319,Mario,Rizzi,M,1975-10-15,46,Calabria,Montalto Uffugo,,Sac0001675,,Sac0001675,Sacra Corona Unita
9062,P00311966,Marco,Giordano,M,1948-02-18,74,Campania,Salerno,P0110112,Cam0000617,,Cam0000617,Camorra
9063,P00505317,Claudio,Martinelli,M,1985-07-15,36,Sicily,Trapani,P0100769,Cam0000617,,Cam0000617,Camorra
9064,P00312093,Ilaria,Giordano,F,1992-06-07,29,Campania,Benevento,,Cam0000150,,Cam0000150,Camorra
9065,P00312211,Camillo,Giordano,M,1980-03-05,42,Campania,Caserta,,Cam0005649,,Cam0005649,Camorra
9066,P00761583,Greta,Silvestri,F,1948-04-07,74,Calabria,Acri,P0142178,Cam0005649,,Cam0005649,Camorra
9067,P00312285,Alessandro,Giordano,M,1943-07-11,78,Campania,Naples,P0119609,Sac0001195,,Sac0001195,Sacra Corona Unita
9068,P00312286,Aldo,Giordano,M,1936-08-09,85,Campania,Caserta,P0119609,Cam0004136,,Cam0004136,Camorra
9069,P00728805,Federico,Rizzi,M,1985-06-14,36,Campania,Benevento,,Cam0004136,,Cam0004136,Camorra
9070,P00868544,Tullio,De Rosa,M,1973-11-11,48,Calabria,Vibo Valentia,,Cam0004136,,Cam0004136,Camorra
9071,P00312365,Flavia,Giordano,F,2004-02-13,18,Puglia,Andria,,Cos0005101,,Cos0005101,Cosa Nostra
9072,P00312440,Renato,Giordano,M,1965-07-31,56,Puglia,Foggia,,Ndr0000715,,Ndr0000715,'Ndrangheta
9073,P00485355,Vincenzo,Longo,M,1964-09-12,57,Sicily,Gela,,Ndr0000715,,Ndr0000715,'Ndrangheta
9074,P00312579,Mario,Giordano,M,1938-12-30,83,Puglia,Andria,P0041018,Cos0000812,,Cos0000812,Cosa Nostra
9075,P00972587,Ada,D'amico,F,2000-10-29,21,Calabria,Montalto Uffugo,,Cos0000812,,Cos0000812,Cosa Nostra
9076,P00312727,Matilde,Giordano,F,1966-07-31,55,Puglia,Bari,,Cam0004722,,Cam0004722,Camorra
9077,P00312730,Agnese,Giordano,F,1972-01-17,50,Puglia,Andria,,Ndr0004165,,Ndr0004165,'Ndrangheta
9078,P00312755,Umberto,Giordano,M,1975-12-08,46,Puglia,Foggia,P0041925,Cam0005144,,Cam0005144,Camorra
9079,P00312767,Vittorio,Giordano,M,1985-01-16,37,Puglia,Foggia,,Cam0006468,,Cam0006468,Camorra
9080,P00894350,Massimiliano,Riva,M,1991-04-11,31,Campania,Naples,,Cam0006468,,Cam0006468,Camorra
9081,P00312782,Sabina,Giordano,F,1994-03-20,28,Puglia,Taranto,,Cos0003703,,Cos0003703,Cosa Nostra
9082,P00312875,Ilaria,Giordano,F,1992-06-12,29,Puglia,Taranto,,Ndr0000468,,Ndr0000468,'Ndrangheta
9083,P00312946,Valentina,Giordano,F,1941-11-15,80,Puglia,Andria,P0102268,Ndr0002872,,Ndr0002872,'Ndrangheta
9084,P00585812,Rita,Conte,F,1988-01-12,34,Calabria,Catanzaro,,Ndr0002872,,Ndr0002872,'Ndrangheta
9085,P00313022,Carlotta,Giordano,F,1985-09-12,36,Puglia,Lecce,,Cos0003869,,Cos0003869,Cosa Nostra
9086,P00313032,Eugenia,Giordano,F,1977-01-07,45,Puglia,Foggia,,Cos0001132,Sac0001207,Cos0001132,Cosa Nostra
9087,P00313136,Cristina,Giordano,F,1961-07-23,60,Puglia,Bari,,Sac0000739,,Sac0000739,Sacra Corona Unita
9088,P00313219,Cristian,Giordano,M,1954-08-03,67,Puglia,Bari,P0190231,Cos0003429,,Cos0003429,Cosa Nostra
9089,P00313281,Alfredo,Giordano,M,1933-08-17,88,Puglia,Foggia,P0044986,Ndr0003866,,Ndr0003866,'Ndrangheta
9090,P00320810,Dario,Rizzo,M,1989-12-06,32,Calabria,Catanzaro,,Ndr0003866,,Ndr0003866,'Ndrangheta
